sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
456646,123966.941176471,2532.71798989077,2532.71798989077,other (see notes),not applicable,not applicable
456647,124072.352941176,2519.8695688563,2519.8695688563,other (see notes),not applicable,not applicable
456648,124177.764705882,2508.04458430883,2508.04458430883,other (see notes),not applicable,not applicable
456649,124283.176470588,2500.2253749063,2500.2253749063,other (see notes),not applicable,not applicable
456650,124388.588235294,2495.72408654325,2495.72408654325,other (see notes),not applicable,not applicable
456651,124494.0,2485.47299849551,2485.47299849551,other (see notes),not applicable,not applicable
456652,124681.285714286,2467.27037096047,2467.27037096047,other (see notes),not applicable,not applicable
456653,124868.571428571,2445.91467762271,2445.91467762271,other (see notes),not applicable,not applicable
456654,125055.857142857,2424.63426965338,2424.63426965338,other (see notes),not applicable,not applicable
456655,125243.142857143,2388.78961450488,2388.78961450488,other (see notes),not applicable,not applicable
456656,125430.428571429,2352.55998144623,2352.55998144623,other (see notes),not applicable,not applicable
456657,125617.714285714,2309.56327699209,2309.56327699209,other (see notes),not applicable,not applicable
456658,125805.0,2271.59875565265,2271.59875565265,other (see notes),not applicable,not applicable
456659,125847.678571429,2230.91075336363,2230.91075336363,other (see notes),not applicable,not applicable
456660,125890.357142857,2186.72022008325,2186.72022008325,other (see notes),not applicable,not applicable
456661,125933.035714286,2142.56334517514,2142.56334517514,other (see notes),not applicable,not applicable
456662,125975.714285714,2096.13587479954,2096.13587479954,other (see notes),not applicable,not applicable
456663,126018.392857143,2061.24507275723,2061.24507275723,other (see notes),not applicable,not applicable
456664,126061.071428571,2021.72993675743,2021.72993675743,other (see notes),not applicable,not applicable
456665,126103.75,1977.99506087879,1977.99506087879,other (see notes),not applicable,not applicable
456666,126146.428571429,1928.77537013215,1928.77537013215,other (see notes),not applicable,not applicable
456667,126189.107142857,1880.78064369924,1880.78064369924,other (see notes),not applicable,not applicable
456668,126231.785714286,1813.32263541161,1813.32263541161,other (see notes),not applicable,not applicable
456669,126274.464285714,1742.83995618326,1742.83995618326,other (see notes),not applicable,not applicable
456670,126317.142857143,1684.16830697238,1684.16830697238,other (see notes),not applicable,not applicable
456671,126359.821428571,1603.87412904561,1603.87412904561,other (see notes),not applicable,not applicable
456672,126402.5,1477.43649500504,1477.43649500504,other (see notes),not applicable,not applicable
456673,126445.178571429,1322.84558855793,1322.84558855793,other (see notes),not applicable,not applicable
456674,126487.857142857,1125.23119100797,1125.23119100797,other (see notes),not applicable,not applicable
456675,126530.535714286,1101.4883882663,1101.4883882663,other (see notes),not applicable,not applicable
456676,126573.214285714,1082.12322707656,1082.12322707656,other (see notes),not applicable,not applicable
456677,126615.892857143,1067.00330306553,1067.00330306553,other (see notes),not applicable,not applicable
456678,126658.571428571,1054.64910679451,1054.64910679451,other (see notes),not applicable,not applicable
456679,126701.25,1045.85950990104,1045.85950990104,other (see notes),not applicable,not applicable
456680,126743.928571429,1041.90517553701,1041.90517553701,other (see notes),not applicable,not applicable
456681,126786.607142857,1036.71826402498,1036.71826402498,other (see notes),not applicable,not applicable
456682,126829.285714286,1033.36851776,1033.36851776,other (see notes),not applicable,not applicable
456683,126871.964285714,1027.22007157154,1027.22007157154,other (see notes),not applicable,not applicable
456684,126914.642857143,1019.78246124763,1019.78246124763,other (see notes),not applicable,not applicable
456685,126957.321428571,1012.50441791446,1012.50441791446,other (see notes),not applicable,not applicable
456686,127000.0,1006.38861783812,1006.38861783812,other (see notes),not applicable,not applicable
456687,127093.8125,1000.79729378093,1000.79729378093,other (see notes),not applicable,not applicable
456688,127187.625,998.424041468645,998.424041468645,other (see notes),not applicable,not applicable
456689,127281.4375,995.839786815633,995.839786815633,other (see notes),not applicable,not applicable
456690,127375.25,987.158471859794,987.158471859794,other (see notes),not applicable,not applicable
456691,127469.0625,981.393469023022,981.393469023022,other (see notes),not applicable,not applicable
456692,127562.875,977.313058712883,977.313058712883,other (see notes),not applicable,not applicable
456693,127656.6875,977.687795147705,977.687795147705,other (see notes),not applicable,not applicable
456694,127750.5,972.538960748706,972.538960748706,other (see notes),not applicable,not applicable
456695,127844.3125,970.662854394306,970.662854394306,other (see notes),not applicable,not applicable
456696,127938.125,965.292420231588,965.292420231588,other (see notes),not applicable,not applicable
456697,128031.9375,964.612667083269,964.612667083269,other (see notes),not applicable,not applicable
456698,128125.75,965.522811774044,965.522811774044,other (see notes),not applicable,not applicable
456699,128219.5625,968.752914444775,968.752914444775,other (see notes),not applicable,not applicable
456700,128313.375,971.130679177648,971.130679177648,other (see notes),not applicable,not applicable
456701,128407.1875,972.286791386525,972.286791386525,other (see notes),not applicable,not applicable
456702,128501.0,969.152603693167,969.152603693167,other (see notes),not applicable,not applicable
456703,128519.75,952.702410665202,952.702410665202,other (see notes),not applicable,not applicable
456704,128538.5,945.772926197366,945.772926197366,other (see notes),not applicable,not applicable
456705,128557.25,940.175177049223,940.175177049223,other (see notes),not applicable,not applicable
456706,128576.0,936.571791939869,936.571791939869,other (see notes),not applicable,not applicable
456707,128594.75,935.148533080667,935.148533080667,other (see notes),not applicable,not applicable
456708,128613.5,933.473156330481,933.473156330481,other (see notes),not applicable,not applicable
456709,128632.25,937.812286153289,937.812286153289,other (see notes),not applicable,not applicable
456710,128651.0,939.248532109084,939.248532109084,other (see notes),not applicable,not applicable
456711,128669.75,940.034879149715,940.034879149715,other (see notes),not applicable,not applicable
456712,128688.5,941.398065046276,941.398065046276,other (see notes),not applicable,not applicable
456713,128707.25,942.619200490386,942.619200490386,other (see notes),not applicable,not applicable
456714,128726.0,944.112265933817,944.112265933817,other (see notes),not applicable,not applicable
456715,128744.75,942.68906936354,942.68906936354,other (see notes),not applicable,not applicable
456716,128763.5,945.271868459705,945.271868459705,other (see notes),not applicable,not applicable
456717,128782.25,948.799024656534,948.799024656534,other (see notes),not applicable,not applicable
456718,128801.0,952.485441596066,952.485441596066,other (see notes),not applicable,not applicable
456719,128819.75,953.422901168454,953.422901168454,other (see notes),not applicable,not applicable
456720,128838.5,955.573082029365,955.573082029365,other (see notes),not applicable,not applicable
456721,128857.25,958.284076998167,958.284076998167,other (see notes),not applicable,not applicable
456722,128876.0,964.086553125764,964.086553125764,other (see notes),not applicable,not applicable
456723,128894.75,970.132672307184,970.132672307184,other (see notes),not applicable,not applicable
456724,128913.5,976.396884105685,976.396884105685,other (see notes),not applicable,not applicable
456725,128932.25,984.332395488845,984.332395488845,other (see notes),not applicable,not applicable
456726,128951.0,991.186477030557,991.186477030557,other (see notes),not applicable,not applicable
456727,128969.75,995.526854736979,995.526854736979,other (see notes),not applicable,not applicable
456728,128988.5,1001.795289297,1001.795289297,other (see notes),not applicable,not applicable
456729,129007.25,1006.11850687376,1006.11850687376,other (see notes),not applicable,not applicable
456730,129026.0,1011.14098197503,1011.14098197503,other (see notes),not applicable,not applicable
456731,129044.75,1014.6409865147,1014.6409865147,other (see notes),not applicable,not applicable
456732,129063.5,1019.68022225385,1019.68022225385,other (see notes),not applicable,not applicable
456733,129082.25,1021.48849931766,1021.48849931766,other (see notes),not applicable,not applicable
456734,129101.0,1025.90593787997,1025.90593787997,other (see notes),not applicable,not applicable
456735,129288.375,1100.15867065465,1100.15867065465,other (see notes),not applicable,not applicable
456736,129475.75,1162.38187601566,1162.38187601566,other (see notes),not applicable,not applicable
456737,129663.125,1194.41634370018,1194.41634370018,other (see notes),not applicable,not applicable
456738,129850.5,1222.31434826151,1222.31434826151,other (see notes),not applicable,not applicable
456739,130037.875,1248.03273717842,1248.03273717842,other (see notes),not applicable,not applicable
456740,130225.25,1273.68858952535,1273.68858952535,other (see notes),not applicable,not applicable
456741,130412.625,1293.87006911504,1293.87006911504,other (see notes),not applicable,not applicable
456742,130600.0,1312.49749019103,1312.49749019103,other (see notes),not applicable,not applicable
456743,130721.857142857,1336.39515174278,1336.39515174278,other (see notes),not applicable,not applicable
456744,130843.714285714,1352.3311442349,1352.3311442349,other (see notes),not applicable,not applicable
456745,130965.571428571,1363.68437901942,1363.68437901942,other (see notes),not applicable,not applicable
456746,131087.428571429,1378.7470118142,1378.7470118142,other (see notes),not applicable,not applicable
456747,131209.285714286,1401.32559235882,1401.32559235882,other (see notes),not applicable,not applicable
456748,131331.142857143,1426.63629568863,1426.63629568863,other (see notes),not applicable,not applicable
456749,131453.0,1444.10156025133,1444.10156025133,other (see notes),not applicable,not applicable
456750,131565.0,1453.01283611051,1453.01283611051,other (see notes),not applicable,not applicable
456751,131677.0,1460.57966628512,1460.57966628512,other (see notes),not applicable,not applicable
456752,131789.0,1477.76552138023,1477.76552138023,other (see notes),not applicable,not applicable
456753,131994.4,1495.81072389581,1495.81072389581,other (see notes),not applicable,not applicable
456754,132199.8,1504.89735685816,1504.89735685816,other (see notes),not applicable,not applicable
456755,132405.2,1512.76513092593,1512.76513092593,other (see notes),not applicable,not applicable
456756,132610.6,1522.1805234564,1522.1805234564,other (see notes),not applicable,not applicable
456757,132816.0,1543.84689767718,1543.84689767718,other (see notes),not applicable,not applicable
456758,132922.461538462,1552.20589869642,1552.20589869642,other (see notes),not applicable,not applicable
456759,133028.923076923,1559.97137307991,1559.97137307991,other (see notes),not applicable,not applicable
456760,133135.384615385,1561.77638892544,1561.77638892544,other (see notes),not applicable,not applicable
456761,133241.846153846,1564.75440502465,1564.75440502465,other (see notes),not applicable,not applicable
456762,133348.307692308,1563.58930703848,1563.58930703848,other (see notes),not applicable,not applicable
456763,133454.769230769,1559.1336225022,1559.1336225022,other (see notes),not applicable,not applicable
456764,133561.230769231,1558.18642075261,1558.18642075261,other (see notes),not applicable,not applicable
456765,133667.692307692,1559.82408322047,1559.82408322047,other (see notes),not applicable,not applicable
456766,133774.153846154,1563.15612685135,1563.15612685135,other (see notes),not applicable,not applicable
456767,133880.615384615,1564.7849364476,1564.7849364476,other (see notes),not applicable,not applicable
456768,133987.076923077,1564.51459933474,1564.51459933474,other (see notes),not applicable,not applicable
456769,134093.538461538,1559.20099740036,1559.20099740036,other (see notes),not applicable,not applicable
456770,134195.741538462,1549.21268341776,1549.21268341776,other (see notes),not applicable,not applicable
456771,134201.333333333,1538.32731905032,1538.32731905032,other (see notes),not applicable,not applicable
456772,134202.666666667,1528.05845865564,1528.05845865564,other (see notes),not applicable,not applicable
456773,134204.0,1531.44179011561,1531.44179011561,other (see notes),not applicable,not applicable
456774,134205.333333333,1510.84213248549,1510.84213248549,other (see notes),not applicable,not applicable
456775,134206.666666667,1790.09226323307,1790.09226323307,other (see notes),not applicable,not applicable
456776,134208.0,1957.59762392408,1957.59762392408,other (see notes),not applicable,not applicable
456777,134209.333333333,2080.76313223213,2080.76313223213,other (see notes),not applicable,not applicable
456778,134210.666666667,2182.85759844088,2182.85759844088,other (see notes),not applicable,not applicable
456779,134212.0,2268.89424872467,2268.89424872467,other (see notes),not applicable,not applicable
456780,134254.75,2341.40388695711,2341.40388695711,other (see notes),not applicable,not applicable
456781,134297.5,2415.19354509328,2415.19354509328,other (see notes),not applicable,not applicable
456782,134340.25,2473.75402392212,2473.75402392212,other (see notes),not applicable,not applicable
456783,134383.0,2522.66489367212,2522.66489367212,other (see notes),not applicable,not applicable
456784,134594.0,2557.73533619372,2557.73533619372,other (see notes),not applicable,not applicable
456785,134805.0,2591.89678125899,2591.89678125899,other (see notes),not applicable,not applicable
456786,135016.0,2620.39830472992,2620.39830472992,other (see notes),not applicable,not applicable
456787,135227.0,2649.01712100609,2649.01712100609,other (see notes),not applicable,not applicable
456788,135275.8,2680.21648849887,2680.21648849887,other (see notes),not applicable,not applicable
456789,135324.6,2706.45338669159,2706.45338669159,other (see notes),not applicable,not applicable
456790,135373.4,2743.09384775906,2743.09384775906,other (see notes),not applicable,not applicable
456791,135422.2,2763.82598418693,2763.82598418693,other (see notes),not applicable,not applicable
456792,135471.0,2790.72809465959,2790.72809465959,other (see notes),not applicable,not applicable
456793,135509.166666667,2798.15233476531,2798.15233476531,other (see notes),not applicable,not applicable
456794,135547.333333333,2795.7924444308,2795.7924444308,other (see notes),not applicable,not applicable
456795,135585.5,2802.80053997192,2802.80053997192,other (see notes),not applicable,not applicable
456796,135620.613333333,2809.49000920235,2809.49000920235,other (see notes),not applicable,not applicable
456797,135623.666666667,2810.1100319966,2810.1100319966,other (see notes),not applicable,not applicable
456798,135661.833333333,2813.39767429664,2813.39767429664,other (see notes),not applicable,not applicable
456799,135700.0,2816.62229552556,2816.62229552556,other (see notes),not applicable,not applicable
456800,135737.5,2820.98535519244,2820.98535519244,other (see notes),not applicable,not applicable
456801,135775.0,2807.14192656372,2807.14192656372,other (see notes),not applicable,not applicable
456802,135812.5,2798.38172510103,2798.38172510103,other (see notes),not applicable,not applicable
456803,135850.0,2787.93839205279,2787.93839205279,other (see notes),not applicable,not applicable
456804,135887.5,2778.86170551223,2778.86170551223,other (see notes),not applicable,not applicable
456805,135925.0,2766.218138476,2766.218138476,other (see notes),not applicable,not applicable
456806,135962.5,2746.03144144662,2746.03144144662,other (see notes),not applicable,not applicable
456807,136000.0,2716.71348861363,2716.71348861363,other (see notes),not applicable,not applicable
456808,136230.769230769,2682.63398439486,2682.63398439486,other (see notes),not applicable,not applicable
456809,136461.538461538,2647.50444358131,2647.50444358131,other (see notes),not applicable,not applicable
456810,136692.307692308,2612.46704039326,2612.46704039326,other (see notes),not applicable,not applicable
456811,136923.076923077,2571.04741825018,2571.04741825018,other (see notes),not applicable,not applicable
456812,137153.846153846,2519.97487363659,2519.97487363659,other (see notes),not applicable,not applicable
456813,137384.615384615,2467.52560964101,2467.52560964101,other (see notes),not applicable,not applicable
456814,137615.384615385,2412.03645986285,2412.03645986285,other (see notes),not applicable,not applicable
456815,137846.153846154,2358.92784041825,2358.92784041825,other (see notes),not applicable,not applicable
456816,138076.923076923,2276.89393289579,2276.89393289579,other (see notes),not applicable,not applicable
456817,138307.692307692,2178.58746783759,2178.58746783759,other (see notes),not applicable,not applicable
456818,138538.461538462,2072.4936368971,2072.4936368971,other (see notes),not applicable,not applicable
456819,138769.230769231,1952.50982805328,1952.50982805328,other (see notes),not applicable,not applicable
456820,139000.0,1820.96379795686,1820.96379795686,other (see notes),not applicable,not applicable
456821,139506.666666667,1673.12881262132,1673.12881262132,other (see notes),not applicable,not applicable
456822,140013.333333333,1896.08992770859,1896.08992770859,other (see notes),not applicable,not applicable
456823,72650.0891416902,460.285796916112,537.469851032598,StalAge,not applicable,not applicable
456824,73142.1509074872,388.600501829802,458.758956814709,StalAge,not applicable,not applicable
456825,73638.6775192538,317.862669744994,381.373783783405,StalAge,not applicable,not applicable
456826,74134.3997065469,246.097622419504,301.38880613439,StalAge,not applicable,not applicable
456827,74614.7808673798,174.218525237011,222.34342442319,StalAge,not applicable,not applicable
456828,75114.4592291354,154.712495676911,185.675367563395,StalAge,not applicable,not applicable
456829,75646.6120689009,229.642891347889,220.926851388998,StalAge,not applicable,not applicable
456830,75851.0194568948,148.554977256295,137.108658297904,StalAge,not applicable,not applicable
456831,75891.8853424446,71.6770015561924,67.094314300004,StalAge,not applicable,not applicable
456832,75896.2940615743,69.7336248921929,54.9467221570958,StalAge,not applicable,not applicable
456833,75900.7027807041,67.7902482282952,56.8900988209934,StalAge,not applicable,not applicable
456834,75905.1114998338,65.8468715643976,58.8334754848911,StalAge,not applicable,not applicable
456835,75909.5202189636,78.4874367037119,60.7768521487887,StalAge,not applicable,not applicable
456836,76015.92594613,103.513610682188,104.525572789906,StalAge,not applicable,not applicable
456837,76201.0267166486,479.665761972501,139.762197871503,StalAge,not applicable,not applicable
456838,76467.2644272216,774.991695815304,205.649622807599,StalAge,not applicable,not applicable
456839,76746.7254953191,790.648557464287,248.002986433814,StalAge,not applicable,not applicable
456840,77024.4991952116,672.165946303314,284.456831665389,StalAge,not applicable,not applicable
456841,77289.1417769483,511.357191079209,293.239986253888,StalAge,not applicable,not applicable
456842,77542.4907233165,354.728901735012,287.632711804297,StalAge,not applicable,not applicable
456843,77764.8321365447,235.490902747799,270.273550312399,StalAge,not applicable,not applicable
456844,77939.8914794219,182.673914410509,228.563803200595,StalAge,not applicable,not applicable
456845,78122.439422261,218.597254930995,131.520554915405,StalAge,not applicable,not applicable
456846,78297.3702628443,304.182712715599,247.341102716702,StalAge,not applicable,not applicable
456847,78351.8785010765,362.270041027601,838.608671096794,StalAge,not applicable,not applicable
456848,78612.4969528237,351.175989258598,1134.8991951246,StalAge,not applicable,not applicable
456849,79409.0534195292,278.916251773102,503.196787400986,StalAge,not applicable,not applicable
456850,79901.4868128896,235.155636877098,224.6759159059,StalAge,not applicable,not applicable
456851,79932.9596778019,239.453681835206,433.147887689498,StalAge,not applicable,not applicable
456852,79964.4325427141,236.4032421593,480.282674805101,StalAge,not applicable,not applicable
