sample_id,entity_id,sample_thickness,depth_sample,mineralogy,arag_corr
457234,806,0.9,155.51,calcite,not applicable
457235,806,0.9,156.01,calcite,not applicable
457236,806,0.9,156.51,calcite,not applicable
457237,806,0.9,157.01,calcite,not applicable
457238,806,0.9,157.51,calcite,not applicable
457239,806,0.9,158.01,calcite,not applicable
457240,806,0.9,158.51,calcite,not applicable
457241,806,0.9,159.01,calcite,not applicable
457242,806,0.9,159.51,calcite,not applicable
457243,806,0.9,160.01,calcite,not applicable
457244,806,0.9,160.51,calcite,not applicable
457245,806,0.9,161.51,calcite,not applicable
457246,806,0.9,162.01,calcite,not applicable
457247,806,0.9,162.51,calcite,not applicable
457248,806,0.9,163.01,calcite,not applicable
457249,806,0.9,163.51,calcite,not applicable
457250,806,0.9,164.01,calcite,not applicable
457251,806,0.9,164.51,calcite,not applicable
457252,806,0.9,165.01,calcite,not applicable
457253,806,0.9,165.51,calcite,not applicable
457254,806,0.9,166.01,calcite,not applicable
457255,806,0.9,166.51,calcite,not applicable
457256,806,0.9,167.01,calcite,not applicable
457257,806,0.9,167.51,calcite,not applicable
457258,806,0.9,168.01,calcite,not applicable
457259,806,0.9,168.51,calcite,not applicable
457260,806,0.9,169.01,calcite,not applicable
457261,806,0.9,169.51,calcite,not applicable
457262,806,0.9,170.01,calcite,not applicable
457263,806,0.9,170.51,calcite,not applicable
457264,806,0.9,171.01,calcite,not applicable
457265,806,0.9,171.51,calcite,not applicable
457266,806,0.9,172.01,calcite,not applicable
457267,806,0.9,172.51,calcite,not applicable
457268,806,0.9,173.01,calcite,not applicable
457269,806,0.9,173.51,calcite,not applicable
457270,806,0.9,174.01,calcite,not applicable
457271,806,0.9,174.51,calcite,not applicable
457272,806,0.9,175.01,calcite,not applicable
457273,806,0.9,175.51,calcite,not applicable
457274,806,0.9,176.01,calcite,not applicable
457275,806,0.9,176.51,calcite,not applicable
457276,806,0.9,177.01,calcite,not applicable
457277,806,0.9,177.51,calcite,not applicable
457278,806,0.9,178.01,calcite,not applicable
457279,806,0.9,178.51,calcite,not applicable
457280,806,0.9,180.5,calcite,not applicable
457281,806,0.9,181.0,calcite,not applicable
457282,806,0.9,181.5,calcite,not applicable
457283,806,0.9,182.0,calcite,not applicable
457284,806,0.9,182.5,calcite,not applicable
457285,806,0.9,183.0,calcite,not applicable
457286,806,0.9,183.5,calcite,not applicable
457287,806,0.9,184.0,calcite,not applicable
457288,806,0.9,184.5,calcite,not applicable
457289,806,0.9,185.0,calcite,not applicable
457290,806,0.9,185.5,calcite,not applicable
457291,806,0.9,186.0,calcite,not applicable
457292,806,0.9,186.5,calcite,not applicable
457293,806,0.9,187.0,calcite,not applicable
457294,806,0.9,187.5,calcite,not applicable
457295,806,0.9,188.0,calcite,not applicable
457296,806,0.9,188.5,calcite,not applicable
457297,806,0.9,189.0,calcite,not applicable
457298,806,0.9,189.5,calcite,not applicable
457299,806,0.9,190.0,calcite,not applicable
457300,806,0.9,190.5,calcite,not applicable
457301,806,0.9,191.0,calcite,not applicable
457302,806,0.9,191.5,calcite,not applicable
457303,806,0.9,192.0,calcite,not applicable
457304,806,0.9,192.5,calcite,not applicable
457305,806,0.9,193.0,calcite,not applicable
457306,806,0.9,193.5,calcite,not applicable
457307,806,0.9,194.0,calcite,not applicable
457308,806,0.9,194.5,calcite,not applicable
457309,806,0.9,195.0,calcite,not applicable
457310,806,0.9,196.0,calcite,not applicable
457311,806,0.9,196.5,calcite,not applicable
457312,806,0.9,197.0,calcite,not applicable
457313,806,0.9,197.5,calcite,not applicable
457314,806,0.9,198.0,calcite,not applicable
457315,806,0.9,198.5,calcite,not applicable
457316,806,0.9,199.0,calcite,not applicable
457317,806,0.9,199.5,calcite,not applicable
457318,806,0.9,200.0,calcite,not applicable
457319,806,0.9,200.5,calcite,not applicable
457320,806,0.9,201.0,calcite,not applicable
457321,806,0.9,201.5,calcite,not applicable
457322,806,0.9,202.0,calcite,not applicable
457323,806,0.9,202.5,calcite,not applicable
457324,806,0.9,203.0,calcite,not applicable
457325,806,0.9,203.5,calcite,not applicable
457326,806,0.9,204.0,calcite,not applicable
457327,806,0.9,204.5,calcite,not applicable
457328,806,0.9,205.5,calcite,not applicable
457329,806,0.9,206.0,calcite,not applicable
457330,806,0.9,206.5,calcite,not applicable
457331,806,0.9,207.0,calcite,not applicable
457332,806,0.9,207.5,calcite,not applicable
457333,806,0.9,208.0,calcite,not applicable
457334,806,0.9,208.5,calcite,not applicable
457335,806,0.9,209.0,calcite,not applicable
457336,806,0.9,209.5,calcite,not applicable
457337,806,0.9,210.0,calcite,not applicable
457338,806,0.9,210.5,calcite,not applicable
457339,806,0.9,211.0,calcite,not applicable
457340,806,0.9,211.5,calcite,not applicable
457341,806,0.9,212.0,calcite,not applicable
457342,806,0.9,212.5,calcite,not applicable
457343,806,0.9,213.0,calcite,not applicable
457344,806,0.9,213.5,calcite,not applicable
457345,806,0.9,214.0,calcite,not applicable
457346,806,0.9,214.5,calcite,not applicable
457347,806,0.9,215.0,calcite,not applicable
457348,806,0.9,215.5,calcite,not applicable
457349,806,0.9,216.0,calcite,not applicable
457350,806,0.9,216.5,calcite,not applicable
457351,806,0.9,217.0,calcite,not applicable
457352,806,0.9,217.5,calcite,not applicable
457353,806,0.9,218.0,calcite,not applicable
457354,806,0.9,218.49,calcite,not applicable
457355,806,0.9,219.0,calcite,not applicable
457356,806,0.9,219.5,calcite,not applicable
457357,806,0.9,220.0,calcite,not applicable
457358,806,0.9,220.5,calcite,not applicable
457359,806,0.9,221.0,calcite,not applicable
457360,806,0.9,221.5,calcite,not applicable
457361,806,0.9,222.0,calcite,not applicable
457362,806,0.9,222.5,calcite,not applicable
457363,806,0.9,223.0,calcite,not applicable
457364,806,0.9,223.5,calcite,not applicable
457365,806,0.9,224.0,calcite,not applicable
457366,806,0.9,224.5,calcite,not applicable
457367,806,0.9,225.0,calcite,not applicable
457368,806,0.9,225.5,calcite,not applicable
457369,806,0.9,226.0,calcite,not applicable
457370,806,0.9,226.5,calcite,not applicable
457371,806,0.9,227.0,calcite,not applicable
457372,806,0.9,227.5,calcite,not applicable
457373,806,0.9,228.0,calcite,not applicable
457374,806,0.9,228.5,calcite,not applicable
457375,806,0.9,229.0,calcite,not applicable
457376,806,0.9,229.5,calcite,not applicable
457377,806,0.9,230.0,calcite,not applicable
457378,806,0.9,230.5,calcite,not applicable
457379,806,0.9,231.0,calcite,not applicable
457380,806,0.9,231.5,calcite,not applicable
457381,806,0.9,232.0,calcite,not applicable
457382,806,0.9,232.5,calcite,not applicable
457383,806,0.9,233.0,calcite,not applicable
457384,806,0.9,233.5,calcite,not applicable
457385,806,0.9,234.0,calcite,not applicable
457386,806,0.9,234.5,calcite,not applicable
457387,806,0.9,235.0,calcite,not applicable
457388,806,0.9,235.5,calcite,not applicable
457389,806,0.9,236.0,calcite,not applicable
457390,806,0.9,236.5,calcite,not applicable
457391,806,0.9,237.0,calcite,not applicable
457392,806,0.9,237.5,calcite,not applicable
457393,806,0.9,238.0,calcite,not applicable
457394,806,0.9,238.5,calcite,not applicable
457395,806,0.9,239.0,calcite,not applicable
457396,806,0.9,239.49,calcite,not applicable
457397,806,0.9,240.0,calcite,not applicable
457398,806,0.9,240.5,calcite,not applicable
457399,806,0.9,241.0,calcite,not applicable
457400,806,0.9,241.5,calcite,not applicable
457401,806,0.9,242.0,calcite,not applicable
457402,806,0.9,242.5,calcite,not applicable
457403,806,0.9,243.0,calcite,not applicable
457404,806,0.9,243.5,calcite,not applicable
457405,806,0.9,244.0,calcite,not applicable
457406,806,0.9,244.5,calcite,not applicable
457407,806,0.9,245.0,calcite,not applicable
457408,806,0.9,245.5,calcite,not applicable
457409,806,0.9,246.0,calcite,not applicable
457410,806,0.9,246.5,calcite,not applicable
457411,806,0.9,247.0,calcite,not applicable
457412,806,0.9,247.5,calcite,not applicable
457413,806,0.9,248.0,calcite,not applicable
457414,806,0.9,248.5,calcite,not applicable
457415,806,0.9,249.0,calcite,not applicable
457416,806,0.9,249.5,calcite,not applicable
457417,806,0.9,250.0,calcite,not applicable
457418,806,0.9,250.5,calcite,not applicable
457419,806,0.9,251.0,calcite,not applicable
457420,806,0.9,251.5,calcite,not applicable
457421,806,0.9,252.0,calcite,not applicable
457422,806,0.9,252.5,calcite,not applicable
457423,806,0.9,253.0,calcite,not applicable
457424,806,0.9,253.5,calcite,not applicable
457425,806,0.9,254.0,calcite,not applicable
457426,806,0.9,254.5,calcite,not applicable
457427,806,0.9,255.0,calcite,not applicable
457428,806,0.9,255.5,calcite,not applicable
457429,806,0.9,256.0,calcite,not applicable
457430,806,0.9,256.5,calcite,not applicable
457431,806,0.9,257.0,calcite,not applicable
457432,806,0.9,257.5,calcite,not applicable
457433,806,0.9,258.0,calcite,not applicable
457434,806,0.9,258.5,calcite,not applicable
457435,806,0.9,259.0,calcite,not applicable
457436,806,0.9,259.5,calcite,not applicable
457437,806,0.9,260.0,calcite,not applicable
457438,806,0.9,260.5,calcite,not applicable
457439,806,0.9,261.0,calcite,not applicable
457440,806,0.9,261.5,calcite,not applicable
457441,806,0.9,262.0,calcite,not applicable
457442,806,0.9,262.5,calcite,not applicable
457443,806,0.9,263.0,calcite,not applicable
457444,806,0.9,263.5,calcite,not applicable
457445,806,0.9,264.0,calcite,not applicable
457446,806,0.9,264.5,calcite,not applicable
457447,806,0.9,265.0,calcite,not applicable
457448,806,0.9,265.5,calcite,not applicable
457449,806,0.9,266.0,calcite,not applicable
457450,806,0.9,266.5,calcite,not applicable
457451,806,0.9,267.0,calcite,not applicable
457452,806,0.9,267.5,calcite,not applicable
457453,806,0.9,268.0,calcite,not applicable
457454,806,0.9,268.5,calcite,not applicable
457455,806,0.9,269.0,calcite,not applicable
457456,806,0.9,269.5,calcite,not applicable
457457,806,0.9,270.0,calcite,not applicable
457458,806,0.9,270.5,calcite,not applicable
457459,806,0.9,272.0,calcite,not applicable
457460,806,0.9,274.0,calcite,not applicable
457461,806,0.9,276.0,calcite,not applicable
457462,806,0.9,278.0,calcite,not applicable
457463,806,0.9,280.0,calcite,not applicable
457464,806,0.9,282.0,calcite,not applicable
457465,806,0.9,284.0,calcite,not applicable
457466,806,0.9,286.0,calcite,not applicable
457467,806,0.9,288.0,calcite,not applicable
457468,806,0.9,290.0,calcite,not applicable
457469,806,0.9,292.0,calcite,not applicable
457470,806,0.9,294.0,calcite,not applicable
457471,806,0.9,296.0,calcite,not applicable
457472,806,0.9,298.0,calcite,not applicable
457473,806,0.9,300.0,calcite,not applicable
457474,806,0.9,302.0,calcite,not applicable
457475,806,0.9,304.0,calcite,not applicable
457476,806,0.9,306.0,calcite,not applicable
457477,806,0.9,308.0,calcite,not applicable
457478,806,0.9,310.0,calcite,not applicable
457479,806,0.9,312.0,calcite,not applicable
457480,806,0.9,314.0,calcite,not applicable
457481,806,0.9,316.0,calcite,not applicable
457482,806,0.9,318.0,calcite,not applicable
457483,806,0.9,320.0,calcite,not applicable
457484,806,0.9,324.0,calcite,not applicable
457485,806,0.9,326.0,calcite,not applicable
457486,806,0.9,328.0,calcite,not applicable
457487,806,0.9,330.0,calcite,not applicable
457488,806,0.9,332.0,calcite,not applicable
457489,806,0.9,334.0,calcite,not applicable
457490,806,0.9,336.0,calcite,not applicable
457491,806,0.9,338.0,calcite,not applicable
457492,806,0.9,340.0,calcite,not applicable
457493,806,0.9,342.0,calcite,not applicable
457494,806,0.9,344.0,calcite,not applicable
457495,806,0.9,346.0,calcite,not applicable
457496,806,0.9,348.0,calcite,not applicable
457497,806,0.9,350.0,calcite,not applicable
457498,807,,,calcite,not applicable
457499,807,,,calcite,not applicable
457500,807,,,calcite,not applicable
457501,807,,,calcite,not applicable
457502,807,,,calcite,not applicable
457503,807,,,calcite,not applicable
457504,807,,,calcite,not applicable
457505,807,,,calcite,not applicable
457506,807,,,calcite,not applicable
457507,807,,,calcite,not applicable
457508,807,,,calcite,not applicable
457509,807,,,calcite,not applicable
457510,808,,,calcite,not applicable
457511,808,,,calcite,not applicable
457512,808,,,calcite,not applicable
457513,808,,,calcite,not applicable
457514,808,,,calcite,not applicable
457515,808,,,calcite,not applicable
457516,808,,,calcite,not applicable
457517,808,,,calcite,not applicable
457518,808,,,calcite,not applicable
457519,808,,,calcite,not applicable
457520,808,,,calcite,not applicable
457521,808,,,calcite,not applicable
457522,808,,,calcite,not applicable
457523,808,,,calcite,not applicable
457524,808,,,calcite,not applicable
457525,808,,,calcite,not applicable
457526,808,,,calcite,not applicable
457527,808,,,calcite,not applicable
457528,808,,,calcite,not applicable
457529,808,,,calcite,not applicable
457530,808,,,calcite,not applicable
457531,808,,,calcite,not applicable
457532,808,,,calcite,not applicable
457533,808,,,calcite,not applicable
457534,808,,,calcite,not applicable
457535,808,,,calcite,not applicable
457536,808,,,calcite,not applicable
457537,808,,,calcite,not applicable
457538,808,,,calcite,not applicable
457539,808,,,calcite,not applicable
457540,808,,,calcite,not applicable
457541,808,,,calcite,not applicable
457542,808,,,calcite,not applicable
457543,808,,,calcite,not applicable
457544,808,,,calcite,not applicable
457545,808,,,calcite,not applicable
457546,808,,,calcite,not applicable
457547,808,,,calcite,not applicable
457548,808,,,calcite,not applicable
457549,808,,,calcite,not applicable
457550,808,,,calcite,not applicable
457551,808,,,calcite,not applicable
457552,808,,,calcite,not applicable
457553,808,,,calcite,not applicable
457554,808,,,calcite,not applicable
457555,808,,,calcite,not applicable
457556,808,,,calcite,not applicable
457557,808,,,calcite,not applicable
457558,808,,,calcite,not applicable
457559,808,,,calcite,not applicable
457560,808,,,calcite,not applicable
457561,808,,,calcite,not applicable
457562,808,,,calcite,not applicable
457563,808,,,calcite,not applicable
457564,809,,,calcite,not applicable
457565,809,,,calcite,not applicable
457566,809,,,calcite,not applicable
457567,809,,,calcite,not applicable
457568,809,,,calcite,not applicable
457569,809,,,calcite,not applicable
457570,809,,,calcite,not applicable
457571,809,,,calcite,not applicable
457572,809,,,calcite,not applicable
457573,809,,,calcite,not applicable
457574,809,,,calcite,not applicable
457575,809,,,calcite,not applicable
457576,809,,,calcite,not applicable
507791,903,0.05,3.9,calcite,not applicable
507792,903,0.05,3.95,calcite,not applicable
507793,903,0.05,4.0,calcite,not applicable
507794,903,0.05,4.05,calcite,not applicable
507795,903,0.05,4.1,calcite,not applicable
507796,903,0.05,4.15,calcite,not applicable
507797,903,0.05,4.2,calcite,not applicable
507798,903,0.05,4.25,calcite,not applicable
507799,903,0.05,4.29999999999999,calcite,not applicable
507800,903,0.05,4.34999999999999,calcite,not applicable
507801,903,0.05,4.39999999999999,calcite,not applicable
507802,903,0.05,4.44999999999999,calcite,not applicable
507803,903,0.05,4.49999999999999,calcite,not applicable
507804,903,0.05,4.54999999999999,calcite,not applicable
507805,903,0.05,4.59999999999999,calcite,not applicable
507806,903,0.05,4.64999999999999,calcite,not applicable
507807,903,0.05,4.69999999999999,calcite,not applicable
507808,903,0.05,4.74999999999999,calcite,not applicable
507809,903,0.05,4.79999999999999,calcite,not applicable
507810,903,0.05,4.84999999999999,calcite,not applicable
507811,903,0.05,4.89999999999999,calcite,not applicable
507812,903,0.05,4.94999999999999,calcite,not applicable
507813,903,0.05,4.99999999999999,calcite,not applicable
507814,903,0.05,5.04999999999999,calcite,not applicable
507815,903,0.05,5.09999999999999,calcite,not applicable
507816,903,0.05,5.14999999999999,calcite,not applicable
507817,903,0.05,5.19999999999999,calcite,not applicable
507818,903,0.05,5.24999999999999,calcite,not applicable
507819,903,0.05,5.29999999999999,calcite,not applicable
507820,903,0.05,5.34999999999999,calcite,not applicable
507821,903,0.05,5.39999999999999,calcite,not applicable
507822,903,0.05,5.44999999999999,calcite,not applicable
507823,903,0.05,5.49999999999999,calcite,not applicable
507824,903,0.05,5.54999999999999,calcite,not applicable
507825,903,0.05,5.59999999999999,calcite,not applicable
507826,903,0.05,5.64999999999999,calcite,not applicable
507827,903,0.05,5.69999999999999,calcite,not applicable
507828,903,0.05,5.74999999999999,calcite,not applicable
507829,903,0.05,5.79999999999999,calcite,not applicable
507830,903,0.05,5.84999999999999,calcite,not applicable
507831,903,0.05,5.89999999999999,calcite,not applicable
507832,903,0.05,5.94999999999999,calcite,not applicable
507833,903,0.05,5.99999999999999,calcite,not applicable
507834,903,0.05,6.04999999999999,calcite,not applicable
507835,903,0.05,6.09999999999999,calcite,not applicable
507836,903,0.05,6.14999999999999,calcite,not applicable
507837,903,0.05,6.19999999999999,calcite,not applicable
507838,903,0.05,6.24999999999999,calcite,not applicable
507839,903,0.05,6.29999999999999,calcite,not applicable
507840,903,0.05,6.34999999999999,calcite,not applicable
507841,903,0.05,6.39999999999999,calcite,not applicable
507842,903,0.05,6.44999999999999,calcite,not applicable
507843,903,0.05,6.49999999999999,calcite,not applicable
507844,903,0.05,6.54999999999999,calcite,not applicable
507845,903,0.05,6.59999999999999,calcite,not applicable
507846,903,0.05,6.64999999999999,calcite,not applicable
507847,903,0.05,6.69999999999999,calcite,not applicable
507848,903,0.05,6.74999999999999,calcite,not applicable
507849,903,0.05,6.79999999999999,calcite,not applicable
507850,903,0.05,6.84999999999999,calcite,not applicable
507851,903,0.05,6.89999999999999,calcite,not applicable
507852,903,0.05,6.94999999999999,calcite,not applicable
507853,903,0.05,6.99999999999999,calcite,not applicable
507854,903,0.05,7.04999999999999,calcite,not applicable
507855,903,0.05,7.09999999999999,calcite,not applicable
507856,903,0.05,7.14999999999999,calcite,not applicable
507857,903,0.05,7.19999999999999,calcite,not applicable
507858,903,0.05,7.24999999999999,calcite,not applicable
507859,903,0.05,7.29999999999999,calcite,not applicable
507860,903,0.05,7.34999999999999,calcite,not applicable
507861,903,0.05,7.39999999999998,calcite,not applicable
507862,903,0.05,7.44999999999998,calcite,not applicable
507863,903,0.05,7.49999999999998,calcite,not applicable
507864,903,0.05,7.54999999999998,calcite,not applicable
507865,903,0.05,7.59999999999998,calcite,not applicable
507866,903,0.05,7.64999999999998,calcite,not applicable
507867,903,0.05,7.69999999999998,calcite,not applicable
507868,903,0.05,7.74999999999998,calcite,not applicable
507869,903,0.05,7.79999999999998,calcite,not applicable
507870,903,0.05,7.84999999999998,calcite,not applicable
507871,903,0.05,7.89999999999998,calcite,not applicable
507872,903,0.05,7.94999999999998,calcite,not applicable
507873,903,0.05,7.99999999999998,calcite,not applicable
507874,903,0.05,8.04999999999998,calcite,not applicable
507875,903,0.05,8.09999999999998,calcite,not applicable
507876,903,0.05,8.14999999999998,calcite,not applicable
507877,903,0.05,8.19999999999998,calcite,not applicable
507878,903,0.05,8.24999999999998,calcite,not applicable
507879,903,0.05,8.29999999999998,calcite,not applicable
507880,903,0.05,8.34999999999998,calcite,not applicable
507881,903,0.05,8.39999999999998,calcite,not applicable
507882,903,0.05,8.44999999999998,calcite,not applicable
507883,903,0.05,8.49999999999998,calcite,not applicable
507884,903,0.05,8.54999999999998,calcite,not applicable
507885,903,0.05,8.59999999999998,calcite,not applicable
507886,903,0.05,8.64999999999998,calcite,not applicable
507887,903,0.05,8.69999999999998,calcite,not applicable
507888,903,0.05,8.74999999999998,calcite,not applicable
507889,903,0.05,8.79999999999998,calcite,not applicable
507890,903,0.05,8.84999999999998,calcite,not applicable
507891,903,0.05,8.89999999999998,calcite,not applicable
507892,903,0.05,8.94999999999998,calcite,not applicable
507893,903,0.05,8.99999999999998,calcite,not applicable
507894,903,0.05,9.04999999999998,calcite,not applicable
507895,903,0.05,9.09999999999998,calcite,not applicable
507896,903,0.05,9.14999999999998,calcite,not applicable
507897,903,0.05,9.19999999999998,calcite,not applicable
507898,903,0.05,9.24999999999998,calcite,not applicable
507899,903,0.05,9.29999999999997,calcite,not applicable
507900,903,0.05,9.34999999999997,calcite,not applicable
507901,903,0.05,9.39999999999997,calcite,not applicable
507902,903,0.05,9.44999999999997,calcite,not applicable
507903,903,0.05,9.49999999999997,calcite,not applicable
507904,903,0.05,9.54999999999997,calcite,not applicable
507905,903,0.05,9.59999999999997,calcite,not applicable
507906,903,0.05,9.64999999999997,calcite,not applicable
507907,903,0.05,9.69999999999997,calcite,not applicable
507908,903,0.05,9.74999999999996,calcite,not applicable
507909,903,0.05,9.79999999999996,calcite,not applicable
507910,903,0.05,9.84999999999996,calcite,not applicable
507911,903,0.05,9.89999999999996,calcite,not applicable
507912,903,0.05,9.94999999999996,calcite,not applicable
507913,903,0.05,9.99999999999996,calcite,not applicable
507914,903,0.05,10.05,calcite,not applicable
507915,903,0.05,10.1,calcite,not applicable
507916,903,0.05,10.15,calcite,not applicable
507917,903,0.05,10.1999999999999,calcite,not applicable
507918,903,0.05,10.25,calcite,not applicable
507919,903,0.05,10.3,calcite,not applicable
507920,903,0.05,10.3499999999999,calcite,not applicable
507921,903,0.05,10.4,calcite,not applicable
507922,903,0.05,10.4499999999999,calcite,not applicable
507923,903,0.05,10.5,calcite,not applicable
507924,903,0.05,10.55,calcite,not applicable
507925,903,0.05,10.5999999999999,calcite,not applicable
507926,903,0.05,10.6499999999999,calcite,not applicable
507927,903,0.05,10.6999999999999,calcite,not applicable
507928,903,0.05,10.7499999999999,calcite,not applicable
507929,903,0.05,10.7999999999999,calcite,not applicable
507930,903,0.05,10.8499999999999,calcite,not applicable
507931,903,0.05,10.8999999999999,calcite,not applicable
507932,903,0.05,10.9499999999999,calcite,not applicable
507933,903,0.05,10.9999999999999,calcite,not applicable
507934,903,0.05,11.0499999999999,calcite,not applicable
507935,903,0.05,11.0999999999999,calcite,not applicable
507936,903,0.05,11.1499999999999,calcite,not applicable
507937,903,0.05,11.1999999999999,calcite,not applicable
507938,903,0.05,11.2499999999999,calcite,not applicable
507939,903,0.05,11.2999999999999,calcite,not applicable
507940,903,0.05,11.3499999999999,calcite,not applicable
507941,903,0.05,11.3999999999999,calcite,not applicable
507942,903,0.05,11.4499999999999,calcite,not applicable
507943,903,0.05,11.4999999999999,calcite,not applicable
507944,903,0.05,11.5499999999999,calcite,not applicable
507945,903,0.05,11.5999999999999,calcite,not applicable
507946,903,0.05,11.6499999999999,calcite,not applicable
507947,903,0.05,11.6999999999999,calcite,not applicable
507948,903,0.05,11.7499999999999,calcite,not applicable
507949,903,0.05,11.7999999999999,calcite,not applicable
507950,903,0.05,11.8499999999999,calcite,not applicable
507951,903,0.05,11.8999999999999,calcite,not applicable
507952,903,0.05,11.9499999999999,calcite,not applicable
507953,903,0.05,11.9999999999999,calcite,not applicable
507954,903,0.05,12.0499999999999,calcite,not applicable
507955,903,0.05,12.0999999999999,calcite,not applicable
507956,903,0.05,12.1499999999999,calcite,not applicable
507957,903,0.05,12.1999999999999,calcite,not applicable
507958,903,0.05,12.2499999999999,calcite,not applicable
507959,903,0.05,12.2999999999999,calcite,not applicable
507960,903,0.05,12.3499999999999,calcite,not applicable
507961,903,0.05,12.3999999999999,calcite,not applicable
507962,903,0.05,12.4499999999999,calcite,not applicable
507963,903,0.05,12.4999999999999,calcite,not applicable
507964,903,0.05,12.5499999999999,calcite,not applicable
507965,903,0.05,12.5999999999999,calcite,not applicable
507966,903,0.05,12.6499999999999,calcite,not applicable
507967,903,0.05,12.6999999999999,calcite,not applicable
507968,903,0.05,12.7499999999999,calcite,not applicable
507969,903,0.05,12.7999999999999,calcite,not applicable
507970,903,0.05,12.8499999999999,calcite,not applicable
507971,903,0.05,12.8999999999999,calcite,not applicable
507972,903,0.05,12.9499999999999,calcite,not applicable
507973,903,0.05,12.9999999999999,calcite,not applicable
507974,903,0.05,13.0499999999999,calcite,not applicable
507975,903,0.05,13.0999999999999,calcite,not applicable
507976,903,0.05,13.1499999999999,calcite,not applicable
507977,903,0.05,13.1999999999999,calcite,not applicable
507978,903,0.05,13.2499999999999,calcite,not applicable
507979,903,0.05,13.2999999999999,calcite,not applicable
507980,903,0.05,13.3499999999999,calcite,not applicable
507981,903,0.05,13.3999999999999,calcite,not applicable
507982,903,0.05,13.4499999999999,calcite,not applicable
507983,903,0.05,13.4999999999999,calcite,not applicable
507984,903,0.05,13.5499999999999,calcite,not applicable
507985,903,0.05,13.5999999999999,calcite,not applicable
507986,903,0.05,13.6499999999999,calcite,not applicable
507987,903,0.05,13.6999999999999,calcite,not applicable
507988,903,0.05,13.7499999999999,calcite,not applicable
507989,903,0.05,13.7999999999999,calcite,not applicable
507990,903,0.05,13.8499999999999,calcite,not applicable
507991,903,0.05,13.8999999999999,calcite,not applicable
507992,903,0.05,13.9499999999999,calcite,not applicable
507993,903,0.05,13.9999999999999,calcite,not applicable
507994,903,0.05,14.0499999999999,calcite,not applicable
507995,903,0.05,14.0999999999999,calcite,not applicable
507996,903,0.05,14.1499999999999,calcite,not applicable
507997,903,0.05,14.1999999999999,calcite,not applicable
507998,903,0.05,14.2499999999999,calcite,not applicable
507999,903,0.05,14.2999999999999,calcite,not applicable
508000,903,0.05,14.3499999999999,calcite,not applicable
508001,903,0.05,14.3999999999999,calcite,not applicable
508002,903,0.05,14.4499999999999,calcite,not applicable
508003,903,0.05,14.4999999999999,calcite,not applicable
508004,903,0.05,14.5499999999999,calcite,not applicable
508005,903,0.05,14.5999999999999,calcite,not applicable
508006,903,0.05,14.6499999999999,calcite,not applicable
508007,903,0.05,14.6999999999999,calcite,not applicable
508008,903,0.05,14.7499999999999,calcite,not applicable
508009,903,0.05,14.7999999999999,calcite,not applicable
508010,903,0.05,14.8499999999999,calcite,not applicable
508011,903,0.05,14.8999999999998,calcite,not applicable
508012,903,0.05,14.9499999999999,calcite,not applicable
508013,903,0.05,14.9999999999999,calcite,not applicable
508014,903,0.05,15.0499999999999,calcite,not applicable
508015,903,0.05,15.0999999999999,calcite,not applicable
508016,903,0.05,15.1499999999998,calcite,not applicable
508017,903,0.05,15.1999999999999,calcite,not applicable
508018,903,0.05,15.2499999999999,calcite,not applicable
508019,903,0.05,15.2999999999999,calcite,not applicable
508020,903,0.05,15.3499999999998,calcite,not applicable
508021,903,0.05,15.3999999999998,calcite,not applicable
508022,903,0.05,15.4499999999998,calcite,not applicable
508023,903,0.05,15.4999999999998,calcite,not applicable
508024,903,0.05,15.5499999999998,calcite,not applicable
508025,903,0.05,15.5999999999998,calcite,not applicable
508026,903,0.05,15.6499999999998,calcite,not applicable
508027,903,0.05,15.6999999999998,calcite,not applicable
508028,903,0.05,15.7499999999998,calcite,not applicable
508029,903,0.05,15.7999999999998,calcite,not applicable
508030,903,0.05,15.8499999999998,calcite,not applicable
508031,903,0.05,15.8999999999998,calcite,not applicable
508032,903,0.05,15.9499999999998,calcite,not applicable
508033,903,0.05,15.9999999999998,calcite,not applicable
508034,903,0.05,16.0499999999998,calcite,not applicable
508035,903,0.05,16.0999999999998,calcite,not applicable
508036,903,0.05,16.1499999999998,calcite,not applicable
508037,903,0.05,16.1999999999998,calcite,not applicable
508038,903,0.05,16.2499999999998,calcite,not applicable
508039,903,0.05,16.2999999999998,calcite,not applicable
508040,903,0.05,16.3499999999998,calcite,not applicable
508041,903,0.05,16.3999999999998,calcite,not applicable
508042,903,0.05,16.4499999999998,calcite,not applicable
508043,903,0.05,16.4999999999998,calcite,not applicable
508044,903,0.05,16.5499999999998,calcite,not applicable
508045,903,0.05,16.5999999999998,calcite,not applicable
508046,903,0.05,16.6499999999998,calcite,not applicable
508047,903,0.05,16.6999999999998,calcite,not applicable
508048,903,0.05,16.7499999999998,calcite,not applicable
508049,903,0.05,16.7999999999998,calcite,not applicable
508050,903,0.05,16.8499999999998,calcite,not applicable
508051,903,0.05,16.8999999999998,calcite,not applicable
508052,903,0.05,16.9499999999998,calcite,not applicable
508053,903,0.05,16.9999999999998,calcite,not applicable
508054,903,0.05,17.0499999999998,calcite,not applicable
508055,903,0.05,17.0999999999998,calcite,not applicable
508056,903,0.05,17.1499999999998,calcite,not applicable
508057,903,0.05,17.1999999999998,calcite,not applicable
