sample_id,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg
456621,121173.205189587,1240.69326536478,1253.04115940363,122039.136431171,405.461293651402,406.632700991686,,,,124993.898,522.247999999992,799.734375000015,,,,121229.405634612,1316.60845585233,1175.14749664233,120621.486640364,370.812095566682,542.019756225171
456622,121207.165180139,1264.13937773713,1276.80160026529,122120.163750829,402.841318368562,402.238687223973,,,,125058.08,521.912000000011,798.562799999985,,,,121252.445441829,1335.23007898933,1180.78494627349,120621.782481374,385.142127444225,532.737238418194
456623,121236.694386301,1298.08415523483,1293.86577345312,122202.571635025,400.373703918347,399.042128039539,,,,125122.5565,521.221174999999,791.834000000003,,,,121274.695236838,1357.55401921013,1193.98920390059,120622.285184636,397.621053523937,523.155900943457
456624,121259.555265278,1339.12453321926,1301.29621936982,122285.727061477,397.841992436675,396.575503718675,,,,125185.89625,519.008549999999,781.141250000001,,,,121298.694713471,1384.4535531509,1209.62100268171,120622.787887899,407.826476900227,512.938586948032
456625,121284.964055415,1377.07913983223,1306.86949055454,122367.21486435,396.630048907959,391.924765820673,,,,125248.394375,518.038874999998,769.606874999998,,,,121317.039250391,1433.3024702309,1209.6803832665,120623.290591161,415.129138415286,501.955001831215
456626,121310.76768379,1434.07973706764,1325.44570780189,122449.070398335,395.831042088408,389.050313778906,,,,125310.325,516.286999999997,757.50499999999,,,,121341.238384877,1456.48121228263,1219.24299697959,120623.793294423,418.899778911262,490.074850992314
456627,121341.114143927,1471.16138960051,1345.11083189558,122530.719856254,393.283001337259,385.202912507681,,,,125373.822,512.479500000001,746.969499999992,,,,121366.800356813,1495.73341273193,1225.59969034186,120624.295997685,419.276531819807,477.260920586443
456628,121370.12228772,1520.58915147661,1353.57494197012,122613.594119868,391.662444428453,383.064954151778,,,,125440.235,505.755999999994,739.350000000006,,,,121398.896079881,1540.60510379633,1235.36104000377,120624.798700948,419.467100930575,463.848319791723
456629,121392.394430737,1566.31273550312,1365.18701674072,122695.305169326,389.319478353456,380.25324532963,,,,125504.363375,501.317125000001,729.445875000005,,,,121428.701058631,1592.70453380133,1251.89155983545,120625.30140421,423.446582622681,450.265238542066
456630,121417.782923652,1625.49432869867,1374.38022626162,122777.220799224,386.854425842699,377.279666070375,,,,125568.0675,497.411499999987,719.117500000008,,,,121471.111834791,1615.19499517427,1285.54601862919,120625.804107472,435.190073275226,436.939866771412
