dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge
14083,804,MC-ICP-MS U/Th,84.0,5.0,GAE8,calcite,100.0,500.0,76065.4426471407,248.673223792609,248.673223792609,,,yes,470.441205120634,0.528765257016277,129.178209008995,2.61533493118355,,,1591725531.23033,9932641.40364508,0.448407248169146,0.000719172659597618,1.09723044104515,0.00125171183142775,0.816,0.408,Cheng et al. 2013,75996.2559665815,248.719825187657,248.719825187657,yes,,yes,yes,,yes,yes
14084,804,MC-ICP-MS U/Th,151.0,5.0,gae15,calcite,100.0,500.0,75877.7664745792,243.491248353901,243.491248353901,,,yes,418.076774370281,0.443958621130587,246.481693486762,4.95111650421824,,,756267888.811499,4683528.50574585,0.457430190387523,0.00074335969665477,1.07952474025778,0.00122150987534372,0.816,0.408,Cheng et al. 2013,75798.6336228925,243.789433236617,243.789433236617,yes,,yes,yes,,yes,yes
14085,804,MC-ICP-MS U/Th,241.0,5.0,GAE 24d,calcite,100.0,500.0,77221.5509284285,740.957889395437,740.957889395437,,,yes,936.360331222382,3.28732295856303,224.619084317945,2.66029764426376,,,1884820961.49884,7255697.18794741,0.463867862948583,0.00247829471165708,1.07785777222789,0.00309163154084151,0.816,0.408,Cheng et al. 2013,77153.8217187937,740.881366179834,740.881366179834,yes,,yes,yes,,yes,yes
14086,804,MC-ICP-MS U/Th,241.0,5.0,gae24,calcite,100.0,500.0,78061.7505433662,284.165605457789,284.165605457789,,,yes,665.481342226952,0.927829272935018,151.206793266384,3.04542221400001,,,1995907386.2179,12400055.0010869,0.465260669292513,0.000917980729668295,1.08143850503817,0.00121058179513853,0.816,0.408,Cheng et al. 2013,77994.2870430237,284.181138058438,284.181138058438,yes,,yes,yes,,yes,yes
14087,804,MC-ICP-MS U/Th,280.0,5.0,gae28,calcite,100.0,500.0,78403.1060550387,312.445659317093,312.445659317093,,,yes,486.39751824434,0.70891207903499,251.809541995074,5.05826646112364,,,882514284.023435,5467440.93142536,0.468730390933903,0.000928570735653269,1.07773575511401,0.00150545087535148,0.816,0.408,Cheng et al. 2013,78326.316703529,312.584052095096,312.584052095096,yes,,yes,yes,,yes,yes
14088,804,MC-ICP-MS U/Th,320.0,5.0,gae32,calcite,100.0,500.0,80124.1480747839,272.147338834891,272.147338834891,,,yes,423.284777400761,0.448517676486181,156.982912458817,3.16527061171833,,,1264500878.20112,7864666.2038577,0.481126639174056,0.00084273098776362,1.06817159800512,0.0012130701999418,0.816,0.408,Cheng et al. 2013,80052.2385690896,272.22800419953,272.22800419953,yes,,yes,yes,,yes,yes
14089,804,MC-ICP-MS U/Th,356.0,5.0,gae36,calcite,100.0,500.0,80467.7764922893,299.261384650086,299.261384650086,,,yes,392.373940328609,0.479389413366161,279.538291701064,5.61097893333701,,,662681000.514433,4102961.28026285,0.484357698292663,0.00089405192171032,1.06496805914573,0.0013984476936849,0.816,0.408,Cheng et al. 2013,80385.0936344971,299.582738711052,299.582738711052,yes,,yes,yes,,yes,yes
14090,804,MC-ICP-MS U/Th,420.0,5.0,GAE 41d,calcite,100.0,500.0,81475.73848976,821.644418003217,821.644418003217,,,yes,399.792062291173,1.24173054049108,218.432205224584,2.62168039323981,,,861738768.672801,3370671.50029781,0.483035079226555,0.00251726226261393,1.07416044936437,0.00348603763939205,0.816,0.408,Cheng et al. 2013,81398.2012627139,821.478486289901,821.478486289901,yes,,yes,yes,,yes,yes
14091,804,MC-ICP-MS U/Th,420.0,5.0,gae41.5,calcite,100.0,500.0,82186.5839223423,275.855844538396,275.855844538396,,,yes,309.467783854719,0.32116056282673,162.771612471099,3.27570158330329,,,896468269.142107,5562009.65002907,0.483747439740985,0.000777179634440588,1.07769910975125,0.0012620482247884,0.816,0.408,Cheng et al. 2013,82109.5020367817,276.045331548093,276.045331548093,yes,,yes,yes,,yes,yes
14092,804,MC-ICP-MS U/Th,435.0,5.0,gae43,calcite,100.0,500.0,82524.9443920737,289.573703645893,289.573703645893,,,yes,297.629841967805,0.275275023419352,158.115179683994,3.18526807986198,,,889415926.047807,5530590.9161243,0.484755260168138,0.000886586153719632,1.07822078777316,0.00116974985199235,0.816,0.408,Cheng et al. 2013,82447.6773227636,289.758580155236,289.758580155236,yes,,yes,yes,,yes,yes
14093,804,MC-ICP-MS U/Th,448.0,5.0,gae44.5,calcite,100.0,500.0,83454.7862852635,348.841220077021,348.841220077021,,,yes,427.026589256674,0.591017481880588,179.282681866494,3.60931474831785,,,1133537051.00561,7040902.68355936,0.488247107464795,0.000982445446404573,1.07838567011433,0.00153509573117571,0.816,0.408,Cheng et al. 2013,83381.1079449969,348.900713955235,348.900713955235,yes,,yes,yes,,yes,yes
14094,804,MC-ICP-MS U/Th,460.0,5.0,gae46,calcite,100.0,500.0,85004.838835987,297.745155314922,297.745155314922,,,yes,471.488786405692,0.50435707291492,396.593028261692,7.95838388767019,,,576009728.693606,3563735.38378438,0.497077450685369,0.000814616393843815,1.07354301914839,0.001312316838599,0.816,0.408,Cheng et al. 2013,84917.7162490624,298.235111038604,298.235111038604,yes,,yes,yes,,yes,yes
14095,804,MC-ICP-MS U/Th,495.0,5.0,gae49,calcite,100.0,500.0,84897.3975335487,307.849140958381,307.849140958381,,,yes,751.948871510818,0.917766645446089,117.523933802268,2.39735310334417,,,3105617753.4103,19537800.2884711,0.497973858981695,0.000908071794051827,1.07137267494183,0.00124800914235251,0.816,0.408,Cheng et al. 2013,84832.2781963279,307.847414921645,307.847414921645,yes,,yes,yes,,yes,yes
14096,804,MC-ICP-MS U/Th,540.0,5.0,gae53.5,calcite,100.0,500.0,85883.4518370387,350.385930978936,350.385930978936,,,yes,613.375673099275,0.880715551369909,463.836668831884,9.3020894010737,,,640446267.426807,3962510.45384758,0.496868845728517,0.00100799042451688,1.07938127012968,0.00138827165955726,0.816,0.408,Cheng et al. 2013,85798.8476115583,350.683857897623,350.683857897623,yes,,yes,yes,,yes,yes
14097,804,MC-ICP-MS U/Th,570.0,5.0,GAE56,calcite,100.0,500.0,86597.6592472986,371.213460838869,371.213460838869,,,yes,533.362031521845,0.76837379008138,294.85849674616,5.92160401591344,,,876492296.744268,5431138.03613339,0.497118803699799,0.00102104001603216,1.08334138010483,0.00150712268515174,0.816,0.408,Cheng et al. 2013,86519.5334875947,371.33059238542,371.33059238542,yes,,yes,yes,,yes,yes
14098,804,MC-ICP-MS U/Th,585.0,5.0,GAE58,calcite,100.0,500.0,87619.8915865184,344.688486363112,344.688486363112,,,yes,431.531190052687,0.549134270468367,489.104790039922,9.80678469915004,,,428724348.990227,2650204.47908149,0.498526686258745,0.000880900401427214,1.08717041489029,0.00145572007675762,0.816,0.408,Cheng et al. 2013,87522.6354602045,345.489111949774,345.489111949774,yes,,yes,yes,,yes,yes
14099,804,MC-ICP-MS U/Th,608.0,5.0,GAE60,calcite,100.0,500.0,90926.9421465644,344.813846515214,344.813846515214,,,yes,383.789882541001,0.479461999654464,244.426202843676,4.91071908056876,,,789901018.866128,4893965.35022131,0.516116151057573,0.00093518354873036,1.07815053106279,0.00127278429973348,0.816,0.408,Cheng et al. 2013,90846.1946440964,345.019020397877,345.019020397877,yes,,yes,yes,,yes,yes
14100,804,MC-ICP-MS U/Th,630.0,5.0,GAE65,calcite,100.0,500.0,95504.5210305899,346.368701485156,346.368701485156,,,yes,461.688884288183,0.503931613335827,898.593917634483,18.0030938536585,,,270853950.925614,1673048.33466441,0.540841199827486,0.000891386764810546,1.06492858327727,0.0012471393952672,0.816,0.408,Cheng et al. 2013,95382.4640200977,348.821232976934,348.821232976934,yes,,yes,yes,,yes,yes
14101,804,MC-ICP-MS U/Th,690.0,5.0,GAE 68,calcite,100.0,500.0,98616.678991436,1453.73228509903,1453.73228509903,,,yes,433.828492864309,2.09349332701236,172.98523429314,2.58464453107589,,,1338778371.32136,6390908.88439392,0.547671556126559,0.00349329017709232,1.0707136037628,0.00509510354328509,0.816,0.408,Cheng et al. 2013,98543.8794290215,1453.47510351841,1453.47510351841,yes,,yes,yes,,yes,yes
14102,804,MC-ICP-MS U/Th,690.0,5.0,gae68.5,calcite,100.0,500.0,97186.9952885957,384.125841837803,384.125841837803,,,yes,368.592697427457,0.420466027217658,140.941244012401,2.84473774461015,,,1394715984.71435,8681820.68490656,0.54713902044839,0.000962768045516967,1.06423086795723,0.00136362063735447,0.816,0.408,Cheng et al. 2013,97114.6969420189,384.15714681832,384.15714681832,yes,,yes,yes,,yes,yes
14103,804,MC-ICP-MS U/Th,720.0,5.0,GAE71.5,calcite,100.0,500.0,100263.895420225,396.15901875303,396.15901875303,,,yes,269.748179819016,0.270136114757827,248.876250561052,5.00414468584694,,,591104263.225744,3664031.64491587,0.559512199861162,0.000877990764752452,1.06139266674247,0.00146981642746607,0.816,0.408,Cheng et al. 2013,100174.511447106,396.533630960723,396.533630960723,yes,,yes,yes,,yes,yes
14104,804,MC-ICP-MS U/Th,750.0,5.0,gae74,calcite,100.0,500.0,102832.115789141,363.896430887086,363.896430887086,,,yes,295.968130575856,0.268535715560799,4744.10706069337,94.9789187203643,,,34704703.7222742,214199.086822827,0.570713846584053,0.000862650512115635,1.05752375140898,0.00120386505198182,0.816,0.408,Cheng et al. 2013,102265.515148957,508.836333414303,508.836333414303,yes,,yes,yes,,yes,yes
14105,804,Event; hiatus,751.0,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,yes,,yes,yes
14106,804,MC-ICP-MS U/Th,780.0,5.0,gae77,calcite,100.0,500.0,121532.924703954,517.46666413344,517.46666413344,,,yes,255.099555717157,0.222730196552388,1570.24562685052,31.4396426106778,,,92597631.9478014,571599.275877545,0.584760874838464,0.000881195100647947,1.11222296621697,0.00124907441684415,0.816,0.408,Cheng et al. 2013,121259.751070464,537.540254095965,537.540254095965,yes,,yes,yes,,yes,yes
14107,804,MC-ICP-MS U/Th,795.0,5.0,gae79,calcite,100.0,500.0,128431.828088581,674.351109080424,674.351109080424,,,yes,203.455905024513,0.192563796137085,174.177105699421,3.51206766337119,,,712243334.28387,4433464.80430253,0.625561050649679,0.0011672961335217,1.08254794407231,0.00149777111938963,0.816,0.408,Cheng et al. 2013,128343.332917613,674.410456974655,674.410456974655,yes,,yes,yes,,yes,yes
14108,804,MC-ICP-MS U/Th,825.0,5.0,gae82,calcite,100.0,500.0,135501.64388106,845.891657993534,845.891657993534,,,yes,276.894219005094,0.374840094734746,272.32399525897,5.47470951195013,,,650904512.22026,4034436.37031129,0.656764757237605,0.00120556250163315,1.06552512322976,0.00195056405056109,0.816,0.408,Cheng et al. 2013,135409.730982851,845.841114379306,845.841114379306,yes,,yes,yes,,yes,yes
14109,805,MC-ICP-MS U/Th,35.0,5.0,glo3.5,calcite,100.0,500.0,80533.1642601764,451.55171485776,451.55171485776,,,yes,870.654100503534,2.20978501492299,51.535252843082,1.09305497529458,,,8621263119.44551,56581242.8303531,0.523540396704999,0.00177051861883023,1.00234470373163,0.00155005629728157,0.816,0.408,Cheng et al. 2013,80471.3392381065,451.54408597754,451.54408597754,yes,,yes,yes,,yes,yes
14110,805,MC-ICP-MS U/Th,55.0,5.0,GLO-5.5,calcite,100.0,500.0,84077.9419705179,287.619055885837,287.619055885837,,,yes,692.950939922287,0.840774443891603,111.936039156245,2.36166492935668,,,3316738785.0493,21571604.7183966,0.54966647944537,0.000956154987691647,1.02041779268966,0.00135165274485255,0.816,0.408,Cheng et al. 2013,84009.2457228547,287.620225192471,287.620225192471,yes,,yes,yes,,yes,yes
14111,805,MC-ICP-MS U/Th,85.0,5.0,GLO-8.5,calcite,100.0,500.0,90774.5988481059,277.598191755904,277.598191755904,,,yes,384.067428843832,0.403637102982684,67.8643969112038,1.48836942140437,,,3154959503.35509,21310104.0984594,0.571937854042549,0.000787438537611834,1.0109368119272,0.00126539729917856,0.816,0.408,Cheng et al. 2013,90705.4007415684,277.604171839723,277.604171839723,yes,,yes,yes,,yes,yes
14112,805,MC-ICP-MS U/Th,115.0,5.0,GLO-11.5,calcite,100.0,500.0,99961.3297009945,331.63460253208,331.63460253208,,,yes,379.194345209824,0.378103261908426,598.430675474148,12.014287845824,,,370270050.306925,2290577.28745134,0.599502663071942,0.000861438170335955,1.00097241356575,0.00126124366364146,0.816,0.408,Cheng et al. 2013,99851.1883426542,333.015898386781,333.015898386781,yes,,yes,yes,,yes,yes
14113,805,MC-ICP-MS U/Th,145.0,5.0,GLO-14.5,calcite,100.0,500.0,104056.831029508,313.951320304664,313.951320304664,,,yes,663.564151033014,0.598907383722823,22.7110511650618,1.07713488292536,,,17099506512.1487,249604081.462292,0.600424539733072,0.000742803949735639,1.02072921485786,0.00111846356555841,0.816,0.408,Cheng et al. 2013,103991.648623347,313.951549601881,313.951549601881,yes,,yes,yes,,yes,yes
14114,805,MC-ICP-MS U/Th,170.0,5.0,GLO-17.0,calcite,100.0,500.0,106931.744676801,332.398511797341,332.398511797341,,,yes,458.12261747232,0.399714035566825,220.066915728458,4.46353575298146,,,1238638001.59998,7736599.57088385,0.610432938777092,0.00071161214538136,1.02035290029941,0.00120010844520037,0.816,0.408,Cheng et al. 2013,106853.204643527,332.488909074104,332.488909074104,yes,,yes,yes,,yes,yes
14115,805,MC-ICP-MS U/Th,200.0,5.0,GLO-20,calcite,100.0,500.0,114651.535764586,549.669468443732,549.669468443732,,,yes,511.552600709752,0.792422672706367,102.179351721311,2.14922402623843,,,2987100353.03969,19352530.0777133,0.612129339281133,0.0010987154064644,1.05144891105613,0.00162324171820264,0.816,0.408,Cheng et al. 2013,114581.092399348,549.645633226138,549.645633226138,yes,,yes,yes,,yes,yes
14116,805,MC-ICP-MS U/Th,210.0,5.0,GLO-21,calcite,100.0,500.0,118409.489194911,516.309665863203,516.309665863203,,,yes,431.178641085896,0.493412390929522,183.523086175389,3.82081254339512,,,1413840357.13697,9072855.31088552,0.617382585257081,0.00102076954367465,1.0589659022517,0.00137995273837826,0.816,0.408,Cheng et al. 2013,118331.794581577,516.314046111593,516.314046111593,yes,,yes,yes,,yes,yes
14117,805,MC-ICP-MS U/Th,240.0,5.0,GLO-24,calcite,100.0,500.0,122296.644513394,481.970585295562,481.970585295562,,,yes,391.749105313212,0.326695107366104,530.398994415384,10.6548497969646,,,453894397.563355,2809798.08458099,0.630478146092719,0.000852810816079413,1.05607869636454,0.00130165063819734,0.816,0.408,Cheng et al. 2013,122190.641690135,482.651399493932,482.651399493932,yes,,yes,yes,,yes,yes
14118,805,MC-ICP-MS U/Th,255.0,5.0,GLO-25.5,calcite,100.0,500.0,123980.600368434,497.768600366965,497.768600366965,,,yes,497.340499558418,0.591075092189916,1213.74210536467,24.3843272471882,,,255352775.336816,1580064.43399865,0.639342699947471,0.000932215031100603,1.05065507706506,0.00125660693163228,0.816,0.408,Cheng et al. 2013,123840.845576449,500.207400022983,500.207400022983,yes,,yes,yes,,yes,yes
14119,805,Event; hiatus,252.5,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,yes,,yes,yes
14120,805,MC-ICP-MS U/Th,270.0,5.0,GLO-27,calcite,100.0,500.0,176323.038003613,1046.12264027567,1046.12264027567,,,yes,239.912268913402,0.271528956372984,44.559655550135,1.29681928679603,,,4347922271.5243,38962933.7807857,0.828498401941272,0.00126168272344092,1.02774841327252,0.00158326902623108,0.816,0.408,Cheng et al. 2013,176254.475835722,1046.09917782077,1046.09917782077,yes,,yes,yes,,yes,yes
14121,805,MC-ICP-MS U/Th,290.0,5.0,GLO-29,calcite,100.0,500.0,184513.851301598,925.634217559185,925.634217559185,,,yes,290.017297598916,0.223822902707395,387.237628858535,7.82664035359869,,,613716271.126515,3821122.26979572,0.840701504965577,0.00101598454099484,1.02491558577388,0.00127683898844556,0.816,0.408,Cheng et al. 2013,184413.122270987,925.641085000527,925.641085000527,yes,,yes,yes,,yes,yes
14122,805,MC-ICP-MS U/Th,305.0,5.0,GLO-30.5,calcite,100.0,500.0,189107.370912825,1059.34515745021,1059.34515745021,,,yes,432.852663597178,0.455370186508213,2289.01013888416,45.8746986263197,,,156758311.781614,967858.612113833,0.850469485945783,0.00120675582941268,1.02674964951858,0.00131368657882586,0.816,0.408,Cheng et al. 2013,188896.643034999,1062.75880523995,1062.75880523995,yes,,yes,yes,,yes,yes
14123,805,MC-ICP-MS U/Th,325.0,5.0,GLO-32.5,calcite,100.0,500.0,195818.261563062,1230.07204230088,1230.07204230088,,,yes,459.083878826471,0.582418603630982,1493.43445722965,29.9605598492505,,,253204977.343555,1564251.41983281,0.845058744266325,0.00124595371794099,1.01076140688552,0.00140528133929638,0.816,0.408,Cheng et al. 2013,195660.80297439,1230.5753344621,1230.5753344621,yes,,yes,yes,,yes,yes
14124,806,MC-ICP-MS U/Th,10.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,111670.0,404.0,404.0,yes,yes,,yes,,yes,yes
14125,806,MC-ICP-MS U/Th,40.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,116786.0,452.0,452.0,yes,yes,,yes,,yes,yes
14126,806,MC-ICP-MS U/Th,60.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,115286.0,444.0,444.0,yes,yes,,yes,,yes,yes
14127,806,MC-ICP-MS U/Th,75.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,116616.0,436.0,436.0,yes,yes,,yes,,yes,yes
14128,806,MC-ICP-MS U/Th,105.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,117858.0,505.0,505.0,yes,yes,,yes,,yes,yes
14129,806,MC-ICP-MS U/Th,140.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,119801.0,459.0,459.0,yes,yes,,yes,,yes,yes
14130,806,MC-ICP-MS U/Th,172.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,122435.0,579.0,579.0,yes,yes,,yes,,yes,yes
14131,806,MC-ICP-MS U/Th,185.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,129584.0,537.0,537.0,yes,yes,,yes,,yes,yes
14132,806,MC-ICP-MS U/Th,205.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,129153.0,553.0,553.0,yes,yes,,yes,,yes,yes
14133,806,MC-ICP-MS U/Th,221.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,130339.0,655.0,655.0,yes,yes,,yes,,yes,yes
14134,806,MC-ICP-MS U/Th,238.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,132679.0,659.0,659.0,yes,yes,,yes,,yes,yes
14135,806,MC-ICP-MS U/Th,262.5,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,135486.0,792.0,792.0,yes,yes,,yes,,yes,yes
14136,806,MC-ICP-MS U/Th,276.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,137553.0,693.0,693.0,yes,yes,,yes,,yes,yes
14137,806,MC-ICP-MS U/Th,326.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,138985.0,704.0,704.0,yes,yes,,yes,,yes,yes
14138,806,MC-ICP-MS U/Th,364.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,140769.0,597.0,597.0,yes,yes,,yes,,yes,yes
14139,806,MC-ICP-MS U/Th,392.5,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,141812.0,633.0,633.0,yes,yes,,yes,,yes,yes
14140,806,MC-ICP-MS U/Th,412.0,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,142844.0,567.0,567.0,yes,yes,,yes,,yes,yes
14141,806,MC-ICP-MS U/Th,437.5,4.0,,calcite,,,,,,,,yes,,,,,,,,,,,,,,,Cheng et al. 2013,145270.0,859.0,859.0,yes,yes,,yes,,yes,yes
14142,807,MC-ICP-MS U/Th,59.0,5.0,GUL-T,calcite,50.0,300.0,8368.03876669553,52.8584632598055,52.8584632598055,,,unknown,373.668028049485,0.62569244053213,1089.25117608349,21.9546472384498,,,70.7446727167782,1.47934323216715,0.0674777175417269,0.000392417837943772,0.91448636372014,0.00157189024735286,0.816,0.408,Cheng et al. 2013,8206.02538074198,84.3098913297598,84.3098913297598,,,,,no,,
14143,807,MC-ICP-MS U/Th,130.0,5.0,GUL-B,calcite,50.0,300.0,12251.2828667654,84.0795875475528,84.0795875475528,,,unknown,286.706652358086,0.300026354538904,215.45530750879,4.90284329456373,,,404.312131348161,9.5386877793734,0.0994170207532252,0.00062775914607358,0.93660845073862,0.00132514215417049,0.816,0.408,Cheng et al. 2013,12158.8647302637,85.6658936234142,85.6658936234142,,,,,no,,
14144,807,MC-ICP-MS U/Th,4.0,5.0,GUL 0-4,calcite,50.0,300.0,3605.88024346758,46.2148550508885,46.2148550508885,,,unknown,240.480360740686,0.291828610862023,165.592890746121,3.49174859747507,,,130.657196488855,3.19738492156704,0.0294387898326054,0.000367331103707989,0.905535602022804,0.00156996384420274,0.816,0.408,Cheng et al. 2013,3513.72276127879,48.7832596754631,48.7832596754631,,,,,no,,
14145,807,MC-ICP-MS U/Th,66.0,5.0,GUL 6-8,calcite,50.0,300.0,8617.65363149935,47.2064961654687,47.2064961654687,,,unknown,361.97055706176,0.690902354811789,545.487350510654,11.0293959410913,,,141.088421417937,2.91598049842883,0.069570857622565,0.000326142213984111,0.916580279694387,0.00215461140040703,0.816,0.408,Cheng et al. 2013,8499.68317559033,58.0478918253568,58.0478918253568,,,,,no,,
14146,807,MC-ICP-MS U/Th,120.0,5.0,GUL 12-2,calcite,50.0,300.0,10821.1897517401,61.4900738834654,61.4900738834654,,,unknown,254.393794697606,0.410114270939865,203.629663577443,4.26014866727341,,,333.540015816085,7.1469321089079,0.0873588724754826,0.000428374147209025,0.92584148661986,0.00205615567246878,0.816,0.408,Cheng et al. 2013,10725.9551424146,63.9788373717742,63.9788373717742,,,,,no,,
14147,807,MC-ICP-MS U/Th,158.0,5.0,GUL15-8,calcite,50.0,300.0,13373.8606552494,66.7564739847498,66.7564739847498,,,unknown,294.652790658138,0.353539279854647,455.900156322493,9.24055560883123,,,214.273218986952,4.4340437878924,0.108480485774478,0.000470755018357427,0.940959865065173,0.00163119900972425,0.816,0.408,Cheng et al. 2013,13255.8718274171,74.8196952561955,74.8196952561955,,,,,no,,
14148,807,MC-ICP-MS U/Th,216.0,5.0,GUL 21-6,calcite,50.0,300.0,14178.7111255229,63.8119725457158,63.8119725457158,,,unknown,332.234219062835,0.452965547890208,229.163355465605,4.78941490881359,,,497.900770674073,10.5525045556029,0.112374598910204,0.000424229025515381,0.923174393216308,0.00167774515937776,0.816,0.408,Cheng et al. 2013,14086.8786725332,65.613223492497,65.613223492497,,,,,no,,
14149,807,MC-ICP-MS U/Th,242.0,5.0,GUL 24-7,calcite,50.0,300.0,14548.3124060889,64.8379006206927,64.8379006206927,,,unknown,339.6145846432,0.382317244368277,191.091747055756,4.05879475531393,,,625.65304573389,13.4884366403813,0.115189715676038,0.000444895567838566,0.923815367932732,0.00139350448348542,0.816,0.408,Cheng et al. 2013,14460.5113884297,66.0220315362916,66.0220315362916,,,,,no,,
14150,807,MC-ICP-MS U/Th,100.0,5.0,GUL-10,calcite,50.0,300.0,9590.77046454375,66.6403533635932,66.6403533635932,,,unknown,401.130078554989,0.538547186077915,755.748164004658,15.232252787946,,,125.154705647938,2.64200553124815,0.0771549155421975,0.00049522816724564,0.917488362941824,0.00153361312493003,0.816,0.408,Cheng et al. 2013,9459.84127452999,78.9109792439224,78.9109792439224,,,,,no,,
14151,808,MC-ICP-MS U/Th,3.0,5.0,LUNA 3,calcite,100.0,500.0,10368.6059558039,29.305965489005,29.305965489005,,,unknown,1998.73620832115,2.9721151485261,19.4669796669186,2.88904824405837,,,27528.7159552121,4085.79197593563,0.0877312135233027,0.000207844826474838,0.967659836915945,0.00122001225527869,0.816,0.408,Cheng et al. 2013,10299.6059558039,29.305965489005,29.305965489005,,,,,no,,
14152,808,MC-ICP-MS U/Th,24.0,5.0,LUNA 24,calcite,100.0,500.0,11353.616439687,34.9405555025122,34.9405555025122,,,unknown,1038.40957832956,1.14131184330676,60.3660110239751,2.25942370070256,,,5075.82537835755,190.36103659004,0.0965504924306269,0.000251967032105955,0.976654835869079,0.00125190941896376,0.816,0.408,Cheng et al. 2013,11284.616439687,34.9405555025122,34.9405555025122,,,,,no,,
14153,808,MC-ICP-MS U/Th,42.0,5.0,LUNA 42,calcite,100.0,500.0,12378.2738266961,36.9642311273982,36.9642311273982,,,unknown,1270.70352616874,1.39083917179599,96.1958544463817,3.1570027076153,,,4233.56162874987,139.279397531232,0.104867665826782,0.000267052083469015,0.977467618166531,0.00115392364856125,0.816,0.408,Cheng et al. 2013,12309.2738266961,36.9642311273982,36.9642311273982,,,,,no,,
14154,808,MC-ICP-MS U/Th,55.0,5.0,LUNA 56,calcite,100.0,500.0,12918.4057234722,34.0369339229997,34.0369339229997,,,unknown,1523.46107776516,1.98810370938468,82.3960894766414,2.34282715301983,,,6229.1187432473,177.408960434374,0.110236296884878,0.000230629459023198,0.986839940365442,0.0012898122516433,0.816,0.408,Cheng et al. 2013,12849.4057234722,34.0369339229997,34.0369339229997,,,,,no,,
14155,808,MC-ICP-MS U/Th,62.0,5.0,LUNA 62,calcite,100.0,500.0,28280.3885370525,84.7975666268789,84.7975666268789,,,unknown,1148.07122816038,1.55517660615322,110.655961312641,3.13546831107282,,,7263.22733899141,206.176256913216,0.229066866311403,0.000497726786397472,1.00253969065312,0.00142252841773262,0.816,0.408,Cheng et al. 2013,28211.3885370525,84.7975666268789,84.7975666268789,,,,,no,,
14156,808,MC-ICP-MS U/Th,102.0,5.0,LUNA 102,calcite,100.0,500.0,32293.734378574,83.6170156171156,83.6170156171156,,,unknown,1155.74493585962,1.40147023673749,26.859229621502,1.7812908041905,,,33734.1089590339,2237.63186831637,0.256522594127471,0.000447788547550002,1.00072208518419,0.00132131567264495,0.816,0.408,Cheng et al. 2013,32224.734378574,83.6170156171156,83.6170156171156,,,,,no,,
14157,809,ICP-MS U/Th Other,20.0,5.0,GAL2,calcite,100.0,500.0,942.595966738312,32.3748035718144,32.3748035718144,,,unknown,163.205088616133,0.397580319325207,245.756494993064,2.05881263270612,,,19.9494332156574,0.535855226938449,0.00982938656488407,0.000251994545906089,1.09562893040744,0.00342544156677331,0.816,0.408,Cheng et al. 2013,882.595966738312,32.3748035718144,32.3748035718144,,,,,no,,
14158,809,ICP-MS U/Th Other,30.0,5.0,GAL3,calcite,100.0,500.0,1030.92641441187,31.4687662701392,31.4687662701392,,,unknown,163.55493776207,0.366180045123744,63.3667886547605,2.4391964631886,,,82.2237524173742,3.98491512414323,0.0104236513239637,0.000307818238276896,1.09674466876167,0.00330353886699693,0.816,0.408,Cheng et al. 2013,970.926414411866,31.4687662701392,31.4687662701392,,,,,no,,
