sample_id,d18O_measurement,d18O_precision
457521,-4.15339772414699,0.08
457522,-4.14135667533962,0.08
457523,-4.13573198293243,0.08
457524,-4.14981457439993,0.08
457525,-4.17281320013348,0.08
457526,-4.17743794192594,0.08
457527,-4.19143709159534,0.08
457528,-4.19081215226178,0.08
457529,-4.21293591060937,0.08
457530,-4.2151858193596,0.08
457531,-4.20635306795489,0.08
457532,-4.21731072434944,0.08
457533,-4.21172767337292,0.08
457534,-4.17572976911631,0.08
457535,-4.16160553621815,0.08
457536,-4.17672971973104,0.08
457537,-4.20643635081622,0.08
457538,-4.20443644958677,0.08
457539,-4.21168619087901,0.08
457540,-4.2560586318662,0.08
457541,-4.27030786852475,0.08
457542,-4.24330928139554,0.08
457543,-4.20531139644111,0.08
457544,-4.18368773260345,0.08
457545,-4.14210669790195,0.08
457546,-4.10748367607285,0.08
457547,-4.08244334874242,0.08
457548,-4.06727752379886,0.08
457549,-4.05057009176835,0.08
457550,-4.06919398323022,0.08
457551,-4.11119159117517,0.08
457552,-4.16514680612941,0.08
457553,-4.2081028027268,0.08
457554,-4.26476630004215,0.08
457555,-4.3050556557091,0.08
457556,-4.2845152253475,0.08
457557,-4.21651906035644,0.08
457558,-4.17731301763393,0.08
457559,-4.15018950621271,0.08
457560,-4.0837349483086,0.08
457561,-4.04776316400446,0.08
457562,-4.10802037767028,0.08
457563,-4.1585613938567,0.08
457564,-2.67341485781154,0.08
457565,-2.67429346487741,0.08
457566,-2.77316987651349,0.08
457567,-3.27228356646313,0.08
457568,-3.19595282476308,0.08
457569,-3.74170233413886,0.08
457570,-3.47497299040178,0.08
457571,-3.56044963338708,0.08
457572,-3.31452685423791,0.08
457573,-3.65677953890119,0.08
457574,-2.86253891123147,0.08
457575,-2.73764962652588,0.08
457576,-3.34361993964325,0.08
507791,-3.068342036773038,0.1
507792,-3.029518214976833,0.1
507793,-2.950755728657807,0.1
507794,-3.027955466887931,0.1
507795,-3.191592035580723,0.1
507796,-2.956021773422633,0.1
507797,-4.066833150008023,0.1
507798,-3.103001456254096,0.1
507799,-2.878515191904528,0.1
507800,-2.881193169836407,0.1
507801,-3.018268451595703,0.1
507802,-2.72017021218212,0.1
507803,-2.781622216322011,0.1
507804,-3.361507440071251,0.1
507805,-2.996985475150328,0.1
507806,-3.0680985319784,0.1
507807,-3.824664548104026,0.1
507808,-3.093609984362326,0.1
507809,-2.981007506927186,0.1
507810,-3.006582626266821,0.1
507811,-3.271853227647378,0.1
507812,-3.426354427338964,0.1
507813,-3.054542626489352,0.1
507814,-3.031940434121579,0.1
507815,-3.002123673758851,0.1
507816,-3.070020603821193,0.1
507817,-2.997370257083917,0.1
507818,-2.962121471319108,0.1
507819,-3.118954185272453,0.1
507820,-3.099170481563318,0.1
507821,-3.185813245418015,0.1
507822,-3.394322241482107,0.1
507823,-3.179047486056858,0.1
507824,-3.540033296288199,0.1
507825,-3.430775139788792,0.1
507826,-3.136853904696552,0.1
507827,-3.179701590709283,0.1
507828,-3.953411177733413,0.1
507829,-3.224393765753429,0.1
507830,-3.16970713385833,0.1
507831,-3.329922917140169,0.1
507832,-3.431274825679323,0.1
507833,-3.397281889971707,0.1
507834,-3.44135881042311,0.1
507835,-3.410819760773503,0.1
507836,-3.326398263369831,0.1
507837,-3.29217512367517,0.1
507838,-3.275028526847119,0.1
507839,-3.183731218790822,0.1
507840,-3.280796566052504,0.1
507841,-3.203683148259598,0.1
507842,-3.21083308484197,0.1
507843,-3.249911929051859,0.1
507844,-3.188385493254103,0.1
507845,-3.31104522542228,0.1
507846,-3.375821049549683,0.1
507847,-3.184736484118517,0.1
507848,-3.136113031750323,0.1
507849,-3.326154276750331,0.1
507850,-3.152277912966617,0.1
507851,-3.11378265208501,0.1
507852,-3.160195898942741,0.1
507853,-3.070031513209176,0.1
507854,-3.061917479273669,0.1
507855,-3.268396324059029,0.1
507856,-3.325991117676715,0.1
507857,-3.258963521428558,0.1
507858,-3.260206520579634,0.1
507859,-3.32299496182354,0.1
507860,-3.392624681161443,0.1
507861,-3.225979243272999,0.1
507862,-3.315095502344979,0.1
507863,-3.374140580439149,0.1
507864,-3.319575546557018,0.1
507865,-3.233885419885805,0.1
507866,-3.392162477729923,0.1
507867,-3.471071384074839,0.1
507868,-3.357020487739423,0.1
507869,-3.411064350309067,0.1
507870,-3.309083522898255,0.1
507871,-3.332898061461691,0.1
507872,-3.491477434993517,0.1
507873,-3.307780964544686,0.1
507874,-3.41745841788627,0.1
507875,-3.294861051912266,0.1
507876,-3.473414915228088,0.1
507877,-3.138352309316841,0.1
507878,-3.292668421590576,0.1
507879,-3.31537819722701,0.1
507880,-3.414838100119228,0.1
507881,-3.322388554813935,0.1
507882,-3.019954845141189,0.1
507883,-3.176626178121247,0.1
507884,-3.075212936820421,0.1
507885,-3.065277583244417,0.1
507886,-3.340062993154024,0.1
507887,-3.156028553653349,0.1
507888,-3.186669265872039,0.1
507889,-3.110809059855362,0.1
507890,-3.04903029264692,0.1
507891,-3.20650657839992,0.1
507892,-3.165903810813188,0.1
507893,-3.338916799999434,0.1
507894,-3.196402516356255,0.1
507895,-3.252837969106046,0.1
507896,-3.18,0.1
507897,-3.26,0.1
507898,-3.15,0.1
507899,-3.04,0.1
507900,-3.23,0.1
507901,-3.28,0.1
507902,-3.25,0.1
507903,-3.19,0.1
507904,-3.25,0.1
507905,-3.05,0.1
507906,-3.58,0.1
507907,-3.43,0.1
507908,-3.36,0.1
507909,-3.45,0.1
507910,-3.33,0.1
507911,-3.54,0.1
507912,-3.34,0.1
507913,-3.24,0.1
507914,-3.35,0.1
507915,-3.43,0.1
507916,-3.37,0.1
507917,-3.51,0.1
507918,-3.46,0.1
507919,-3.36,0.1
507920,-3.35,0.1
507921,-3.34,0.1
507922,-3.25,0.1
507923,-3.26,0.1
507924,-3.28,0.1
507925,-3.24,0.1
507926,-3.17,0.1
507927,-3.41,0.1
507928,-3.28,0.1
507929,-3.27,0.1
507930,-3.18,0.1
507931,-3.1,0.1
507932,-3.08,0.1
507933,-3.06,0.1
507934,-3.04,0.1
507935,-3.04,0.1
507936,-3.09,0.1
507937,-3.11,0.1
507938,-3.28,0.1
507939,-3.31,0.1
507940,-3.52,0.1
507941,-3.63,0.1
507942,-3.71,0.1
507943,-3.56,0.1
507944,-3.58,0.1
507945,-3.65,0.1
507946,-3.62,0.1
507947,-3.76,0.1
507948,-3.85,0.1
507949,-3.55,0.1
507950,-3.77,0.1
507951,-3.83,0.1
507952,-3.77,0.1
507953,-3.89,0.1
507954,-3.9,0.1
507955,-3.81,0.1
507956,-3.98,0.1
507957,-4.39,0.1
507958,-3.92,0.1
507959,-3.89,0.1
507960,-3.75,0.1
507961,-4.12,0.1
507962,-3.76,0.1
507963,-3.75,0.1
507964,-3.85,0.1
507965,-3.72,0.1
507966,-3.6,0.1
507967,-3.6,0.1
507968,-3.62,0.1
507969,-3.52,0.1
507970,-3.67,0.1
507971,-3.55,0.1
507972,-3.53,0.1
507973,-3.64,0.1
507974,-3.62,0.1
507975,-3.69,0.1
507976,-3.55,0.1
507977,-3.54,0.1
507978,-3.51,0.1
507979,-3.6,0.1
507980,-3.57,0.1
507981,-3.54,0.1
507982,-3.74,0.1
507983,-3.74,0.1
507984,-3.76,0.1
507985,-3.75,0.1
507986,-3.69,0.1
507987,-3.86,0.1
507988,-3.84,0.1
507989,-3.9,0.1
507990,-3.86,0.1
507991,-3.83,0.1
507992,-3.84,0.1
507993,-3.84,0.1
507994,-3.87,0.1
507995,-3.76,0.1
507996,-3.98,0.1
507997,-3.91,0.1
507998,-4.04,0.1
507999,-3.89,0.1
508000,-4.04,0.1
508001,-4.0,0.1
508002,-4.15,0.1
508003,-4.12,0.1
508004,-3.99,0.1
508005,-3.83,0.1
508006,-3.73,0.1
508007,-3.55,0.1
508008,-3.33,0.1
508009,-3.35,0.1
508010,-3.34,0.1
508011,-3.27,0.1
508012,-3.28,0.1
508013,-3.11,0.1
508014,-3.15,0.1
508015,-3.22,0.1
508016,-3.33,0.1
508017,-3.33,0.1
508018,-3.37,0.1
508019,-3.32,0.1
508020,-3.67,0.1
508021,-3.37,0.1
508022,-3.21,0.1
508023,-3.15,0.1
508024,-3.15,0.1
508025,-3.14,0.1
508026,-3.08,0.1
508027,-3.13,0.1
508028,-3.1,0.1
508029,-3.01,0.1
508030,-3.09,0.1
508031,-3.07,0.1
508032,-3.14,0.1
508033,-3.09,0.1
508034,-3.12,0.1
508035,-3.21,0.1
508036,-3.17,0.1
508037,-3.12,0.1
508038,-3.3,0.1
508039,-3.14,0.1
508040,-3.04,0.1
508041,-3.31,0.1
508042,-3.08,0.1
508043,-3.09,0.1
508044,-3.14,0.1
508045,-3.14,0.1
508046,-3.11,0.1
508047,-3.05,0.1
508048,-3.13,0.1
508049,-3.06,0.1
508050,-3.13,0.1
508051,-3.2,0.1
508052,-3.19,0.1
508053,-3.09,0.1
508054,-3.15,0.1
508055,-3.24,0.1
508056,-3.29,0.1
508057,-3.16,0.1
508058,-3.13,0.1
508059,-3.1,0.1
508060,-3.11,0.1
508061,-3.17,0.1
508062,-3.12,0.1
508063,-3.26,0.1
508064,-3.18,0.1
508065,-3.08,0.1
508066,-3.07,0.1
508067,-3.04,0.1
508068,-3.07,0.1
508069,-3.28,0.1
508070,-3.22,0.1
508071,-3.16,0.1
508072,-3.26,0.1
508073,-3.15,0.1
508074,-3.12,0.1
508075,-3.32,0.1
508076,-3.22,0.1
508077,-3.25,0.1
508078,-3.24,0.1
508079,-3.4,0.1
508080,-3.3,0.1
508081,-3.22,0.1
508082,-3.24,0.1
508083,-3.12,0.1
508084,-3.35,0.1
508085,-3.36,0.1
508086,-3.26,0.1
508087,-3.29,0.1
508088,-3.3,0.1
508089,-3.22,0.1
508090,-3.23,0.1
508091,-3.16,0.1
508092,-3.31,0.1
508093,-3.18,0.1
508094,-3.2,0.1
508095,-3.19,0.1
508096,-3.18,0.1
508097,-3.3,0.1
508098,-3.3,0.1
508099,-3.27,0.1
508100,-3.28,0.1
508101,-3.23,0.1
508102,-3.16,0.1
508103,-3.1,0.1
508104,-3.18,0.1
508105,-3.28,0.1
508106,-3.15,0.1
508107,-3.23,0.1
508108,-3.13,0.1
508109,-3.21,0.1
508110,-3.26,0.1
508111,-3.31,0.1
508112,-3.14,0.1
508113,-3.25,0.1
508114,-3.26,0.1
508115,-3.19,0.1
508116,-3.29,0.1
508117,-3.36,0.1
508118,-3.0,0.1
508119,-3.2,0.1
508120,-2.9,0.1
508121,-3.03,0.1
508122,-2.86,0.1
508123,-3.09,0.1
508124,-2.94,0.1
508125,-2.87,0.1
508126,-2.94,0.1
508127,-2.85,0.1
508128,-2.78,0.1
508129,-2.74,0.1
508130,-2.73,0.1
508131,-2.75,0.1
508132,-2.58,0.1
508133,-2.76,0.1
508134,-2.55,0.1
508135,-2.58,0.1
508136,-2.53,0.1
508137,-2.55,0.1
508138,-2.6,0.1
508139,-2.62,0.1
508140,-2.71,0.1
508141,-2.52,0.1
508142,-2.54,0.1
508143,-2.57,0.1
508144,-2.68,0.1
508145,-2.59,0.1
508146,-2.49,0.1
508147,-2.53,0.1
508148,-2.65,0.1
508149,-2.55,0.1
508150,-2.72,0.1
508151,-2.64,0.1
508152,-2.55,0.1
508153,-2.52,0.1
508154,-2.69,0.1
508155,-2.52,0.1
508156,-2.67,0.1
508157,-2.6,0.1
508158,-2.56,0.1
508159,-2.4,0.1
508160,-2.67,0.1
508161,-2.63,0.1
508162,-2.49,0.1
508163,-2.59,0.1
508164,-2.6,0.1
508165,-2.48,0.1
508166,-2.46,0.1
508167,-2.47,0.1
508168,-2.64,0.1
508169,-2.49,0.1
508170,-2.41,0.1
508171,-2.33,0.1
508172,-2.6,0.1
508173,-2.67,0.1
508174,-2.5,0.1
508175,-2.43,0.1
508176,-2.47,0.1
508177,-2.57,0.1
508178,-2.5,0.1
508179,-2.48,0.1
508180,-2.48,0.1
508181,-2.55,0.1
508182,-2.41,0.1
508183,-2.46,0.1
508184,-2.59,0.1
508185,-2.52,0.1
508186,-2.55,0.1
508187,-2.36,0.1
508188,-2.45,0.1
508189,-2.46,0.1
508190,-2.38,0.1
508191,-2.45,0.1
508192,-2.31,0.1
508193,-2.4,0.1
508194,-2.39,0.1
508195,-2.33,0.1
508196,-2.32,0.1
508197,-2.57,0.1
508198,-2.52,0.1
508199,-2.49,0.1
508200,-2.49,0.1
508201,-2.55,0.1
508202,-2.52,0.1
508203,-2.42,0.1
508204,-2.63,0.1
508205,-2.59,0.1
508206,-2.73,0.1
508207,-2.37,0.1
508208,-2.62,0.1
508209,-1.99,0.1
508210,-2.5,0.1
508211,-2.31,0.1
508212,-2.37,0.1
508213,-2.4,0.1
508214,-2.35,0.1
508215,-2.3,0.1
508216,-2.39,0.1
508217,-2.42,0.1
508218,-2.41,0.1
508219,-2.41,0.1
508220,-2.37,0.1
508221,-2.44,0.1
508222,-2.35,0.1
508223,-2.41,0.1
508224,-2.33,0.1
508225,-2.33,0.1
508226,-2.33,0.1
508227,-2.55,0.1
508228,-2.42,0.1
508229,-2.42,0.1
508230,-2.36,0.1
508231,-2.4,0.1
508232,-2.38,0.1
508233,-2.27,0.1
508234,-2.32,0.1
508235,-2.42,0.1
508236,-2.41,0.1
508237,-2.41,0.1
508238,-2.27,0.1
508239,-2.31,0.1
508240,-2.32,0.1
508241,-2.43,0.1
508242,-2.42,0.1
508243,-2.49,0.1
508244,-2.34,0.1
508245,-2.38,0.1
508246,-2.27,0.1
508247,-2.29,0.1
508248,-2.55,0.1
508249,-2.41,0.1
508250,-2.42,0.1
508251,-2.27,0.1
508252,-2.32,0.1
508253,-2.51,0.1
508254,-2.32,0.1
508255,-2.45,0.1
508256,-2.41,0.1
508257,-2.22,0.1
508258,-2.39,0.1
508259,-2.4,0.1
508260,-2.4,0.1
508261,-2.39,0.1
508262,-2.280159828539222,0.1
508263,-2.243721401851682,0.1
508264,-2.237901157505217,0.1
508265,-2.185014591910374,0.1
508266,-2.270038231044428,0.1
508267,-2.347470310071879,0.1
508268,-2.242202993300891,0.1
508269,-2.258904039417544,0.1
508270,-2.114920683132832,0.1
508271,-2.181724867599444,0.1
508272,-2.164264617207396,0.1
508273,-2.203739860996516,0.1
508274,-2.146298552396648,0.1
508275,-2.182736979084188,0.1
508276,-2.189063037849352,0.1
508277,-2.069878102206597,0.1
508278,-2.034705176860498,0.1
508279,-2.050647018701755,0.1
508280,-2.092146485460365,0.1
508281,-2.115173590342182,0.1
508282,-2.180459366258003,0.1
508283,-2.237141953229822,0.1
508284,-2.175398326186934,0.1
508285,-2.209306715486285,0.1
508286,-2.152371703952463,0.1
508287,-2.189569334915398,0.1
508288,-2.156926446957487,0.1
508289,-2.286992184370431,0.1
508290,-2.365436374882626,0.1
508291,-2.362400040428391,0.1
508292,-2.317610366711506,0.1
508293,-2.304705341971829,0.1
508294,-2.36644848636737,0.1
508295,-2.253083795071079,0.1
508296,-2.151106202611023,0.1
508297,-2.270797435319824,0.1
508298,-2.166541747386235,0.1
508299,-2.291800317232151,0.1
508300,-2.047863591456871,0.1
508301,-2.196907505165306,0.1
508302,-2.09442409828655,0.1
508303,-2.12757280066316,0.1
508304,-2.025595690850449,0.1
508305,-1.979287849906446,0.1
508306,-2.125042280627625,0.1
508307,-2.151612499677068,0.1
508308,-1.993711524520587,0.1
508309,-2.078228866588597,0.1
508310,-2.001555991836541,0.1
508311,-2.031921266968267,0.1
508312,-2.194630374986468,0.1
508313,-2.317104552292807,0.1
508314,-2.507395508197849,0.1
508315,-2.307489251864059,0.1
508316,-2.610638119352001,0.1
508317,-2.322418499573226,0.1
508318,-2.554714736655577,0.1
508319,-2.680985417986238,0.1
508320,-2.732100667820942,0.1
508321,-2.632400205539724,0.1
508322,-2.432999763624633,0.1
