site_id,notes
324,"Forest of native vegetation, introduced vegetation and pasture. Some dolomitization. \\ Age model is based on U-Th ages and tuning to stalagmite Garth (entity_id = 806) within the Bchron age model error of Gael_2022 (entity_id = 803). Data for Galia, Luna and Gulda is part of a splice record. The full splice includes stalagmites from 3 caves, La Vallina, Pindal Cave, and Calabrez (site_id = 324, 87, 299). Full splice is available at 10.3929/ethz-b-000545925. Calibration method ICP-AES: intensity ratio calibration (de Villiers et. Al, 2002).

Isotopes and U/Th dates are measured from aliquots of the same samples (no additional depth uncertainty).

Trace elements and isotopes were measured on a first trench with 100um. At a later point, a 50um trench was carried out, for which only isotopes were measured and the remaining powder of ~10 samples each was combined for U/Th dating. Trace element ratios used to correct for Prior calcite precipitation were aligned to the new trench by aligning the isotopes in both trenches, but were then oversampled (linearly interpolated between neighbour values) to fill the gaps in the new higher resolution trench."
